portfolio_id,hub_mac,call_date,label,confidence,other_label,other_confidence,outcome_ts,outcome_fulfiled_flag,selected_outcome,selected_outcome_cleaned,outcome_cost,sc_call_next_7d_flag,sc_call_days_next_7d,sc_interactions_next_7d,avg_mins_per_sc_interaction_next_7d,bb_churn_next_30d,bb_churn_next_60d,bb_tenure_months,all_interactions_prev_30d,service_interactions_prev_30d,sales_interactions_prev_30d
16685511161780628582403,6ca0b4d433e8,2025-08-27,Slow Wi-Fi,9.0,,,2025-08-27 15:01:56.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,33.0,1,1,0
CX10105551S,3c457abd0e88,2025-10-31,Slow Wi-Fi,10.0,,,2025-10-31 10:36:18.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,21.0,1,1,0
16416687139086714152062,5070436b5180,2025-08-01,Slow Wi-Fi,8.0,,,2025-08-01 19:23:22.000000 UTC,1,BBTTE,BBTTE,60,1,1,1,405,0,0,43.0,1,1,0
17144878735137399556922,507043778870,2025-09-17,Slow Wi-Fi,8.0,,,2025-09-17 15:08:35.000000 UTC,1,BBTTE,BBTTE,60,1,1,1,323,0,1,16.0,1,1,0
11299036185280304259700,6ca0b477dca8,2025-11-03,Slow Wi-Fi,9.0,,,2025-11-03 18:37:31.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,118.0,1,1,0
14741273455055530475841,8072152667f0,2025-08-28,Slow Wi-Fi,9.0,,,2025-08-28 16:46:36.000000 UTC,1,BBTTE,BBTTE,60,1,1,1,2664,0,0,67.0,2,2,1
16053852846888540417431,807215825ac0,2025-11-01,Slow Wi-Fi,9.0,,,2025-11-01 17:41:48.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,59.0,1,1,0
CX10910671S,50704367b2e0,2025-09-16,Slow Wi-Fi,10.0,,,2025-09-16 18:52:24.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,135.0,1,1,0
17410809104402092392019,c0a36e325308,2025-08-29,Slow Wi-Fi,9.0,,,2025-08-29 19:17:05.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,5.0,1,1,0
11964423550222994572681,c0a36e05ff10,2025-10-27,Slow Wi-Fi,9.0,,,2025-10-27 09:35:17.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,38.0,1,1,0
14331439016319545607323,3c457aaf78f8,2025-08-22,Slow Wi-Fi,9.0,,,2025-08-22 13:28:39.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,66.0,1,1,0
CX40736207S,6ca0b4dd9358,2025-09-22,Slow Wi-Fi,9.0,,,2025-09-22 09:33:15.000000 UTC,1,BBTTE,BBTTE,60,1,1,1,252,0,0,195.0,1,1,0
11938627817370641531104,9c31c3e99208,2025-10-21,Slow Wi-Fi,9.0,,,2025-10-21 19:25:59.000000 UTC,1,BBTTE,BBTTE,60,1,1,1,900,0,0,4.0,3,2,2
12202841311275732814240,c46026226f68,2025-08-02,Slow Wi-Fi,9.0,,,2025-08-02 15:47:10.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,15.0,1,1,0
CX610169S,c0a36e5d3ab0,2025-08-27,Slow Wi-Fi,9.0,,,2025-08-27 12:57:21.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,223.0,1,1,0
12168416663021976975313,80751f160848,2025-09-08,Slow Wi-Fi,9.0,,,2025-09-08 20:39:51.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,44.0,1,1,0
CX50642094S,04819b184ea8,2025-08-03,Slow Wi-Fi,9.0,,,2025-08-03 17:30:28.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,145.0,3,2,0
15872475441205922845840,80721548a6f8,2025-09-09,Slow Wi-Fi,10.0,,,2025-09-09 19:32:54.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,64.0,1,1,0
17294350830485026136818,3c457a38b5f0,2025-10-22,Slow Wi-Fi,9.0,,,2025-10-22 19:49:27.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,8.0,1,1,0
16587840796658815540878,807215b7ab10,2025-09-19,Slow Wi-Fi,10.0,,,2025-09-19 16:34:13.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,37.0,1,1,0
17486156644892746857294,9c31c37c2b08,2025-10-27,Slow Wi-Fi,9.0,,,2025-10-27 14:34:26.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,4.0,1,1,0
CX60681093S,5070435ef6a8,2025-08-26,Slow Wi-Fi,10.0,,,2025-08-26 16:11:27.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,1,1,93.0,1,1,0
CX10626175S,04819b006c18,2025-09-13,Slow Wi-Fi,10.0,,,2025-09-13 08:57:36.000000 UTC,1,BBTTE,BBTTE,60,1,1,1,187,0,0,195.0,1,1,0
11657590461676478081719,c0a36e59fd30,2025-09-23,Slow Wi-Fi,9.0,,,2025-09-23 10:04:32.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,12.0,9,9,0
CX80683017S,3c9ec79e19e8,2025-09-18,Slow Wi-Fi,8.0,,,2025-09-18 17:22:24.000000 UTC,1,BBTTE,BBTTE,60,1,1,1,466,0,0,3.0,2,2,0
16825979298003661578992,5070435464d8,2025-11-03,Slow Wi-Fi,9.0,,,2025-11-03 16:05:38.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,29.0,2,1,1
13880744825896899362897,c0a36e93c918,2025-10-29,Slow Wi-Fi,10.0,,,2025-10-29 14:59:24.000000 UTC,1,BBTTE,BBTTE,60,1,1,1,587,0,0,141.0,1,1,0
11723205419680788411565,6ca0b478ad40,2025-10-30,Slow Wi-Fi,9.0,,,2025-10-30 12:18:48.000000 UTC,1,BBTTE,BBTTE,60,1,1,0,,0,0,91.0,2,2,0
13331000385106677001956,807215d8bb38,2025-10-19,Slow Wi-Fi,9.0,,,2025-10-19 14:19:38.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,162.0,1,1,0
16796606106098955997234,3c89947044f8,2025-08-27,Slow Wi-Fi,8.0,,,2025-08-27 11:20:30.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,28.0,1,1,0
11298355393670302027367,00a3884e0280,2025-10-27,Slow Wi-Fi,9.0,,,2025-10-27 17:34:14.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,35.0,2,2,0
14707624257202008551715,507043dfd728,2025-09-15,Slow Wi-Fi,9.0,,,2025-09-15 18:32:36.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,109.0,5,2,1
14842284728824343038514,c0a36e140580,2025-10-28,Slow Wi-Fi,9.0,,,2025-10-28 20:11:21.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,105.0,1,1,0
17458545395106575905931,00a388497d70,2025-08-30,Slow Wi-Fi,9.0,,,2025-08-30 16:03:35.000000 UTC,1,BBTTE,BBTTE,60,1,1,1,488,0,0,3.0,1,1,0
14555477357045399349041,c0a36e7f47f0,2025-10-19,Slow Wi-Fi,9.0,,,2025-10-19 12:20:32.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,48.0,4,2,2
16795156794267445640947,00a3884d8a98,2025-09-01,Slow Wi-Fi,9.0,,,2025-09-01 16:22:43.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,28.0,1,1,0
12501495034778235867923,6ca0b4d87140,2025-08-29,Slow Wi-Fi,9.0,,,2025-08-29 14:36:55.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,1,1,94.0,1,1,0
14757010129345530764748,c0a36e712218,2025-10-21,Slow Wi-Fi,9.0,,,2025-10-21 15:39:15.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,108.0,1,1,0
14297098014327589195018,5070438cdee0,2025-10-26,Slow Wi-Fi,10.0,,,2025-10-26 10:07:10.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,14.0,1,1,0
16964738611265348477514,04819b1aa900,2025-08-21,Slow Wi-Fi,9.0,,,2025-08-21 12:28:27.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,4.0,7,7,1
17510407101685650124417,80751fb18d18,2025-08-27,Slow Wi-Fi,10.0,,,2025-08-27 17:25:28.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,1.0,2,2,0
15400394460403799426552,c460261dbe60,2025-09-24,Slow Wi-Fi,9.0,,,2025-09-24 09:39:58.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,83.0,1,1,0
14936294786782256068136,6ca0b49223f8,2025-09-10,Slow Wi-Fi,9.0,,,2025-09-10 15:06:47.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,19.0,2,2,0
16360269228112986865977,8072155471d0,2025-09-05,Slow Wi-Fi,9.0,,,2025-09-05 11:34:01.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,46.0,1,1,0
14103460626825317856247,80721555e978,2025-10-24,Slow Wi-Fi,10.0,,,2025-10-24 08:23:57.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,35.0,7,7,0
CX70377160S,3c8994a1fff8,2025-10-27,Slow Wi-Fi,9.0,,,2025-10-27 14:41:27.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,121.0,1,1,1
17137026662231462599277,3c8994a72348,2025-10-29,Slow Wi-Fi,10.0,,,2025-10-29 12:33:49.000000 UTC,1,BBTTE,BBTTE,60,1,1,0,,0,0,17.0,1,1,0
16905332610133524249114,507043dba060,2025-09-06,Slow Wi-Fi,9.0,,,2025-09-06 14:02:05.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,25.0,1,1,0
17339418115302446257411,c0a36e913e18,2025-09-15,Slow Wi-Fi,8.0,,,2025-09-15 14:20:52.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,,4,4,0
16804284829814718341798,00a388489370,2025-08-27,Slow Wi-Fi,10.0,,,2025-08-27 20:10:44.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,28.0,1,1,0
16775106926928188942463,80751f709e60,2025-09-25,Slow Wi-Fi,10.0,,,2025-09-25 13:26:01.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,8.0,1,1,0
17570044163291129055728,80751fb11770,2025-09-23,Slow Wi-Fi,10.0,,,2025-09-23 11:28:00.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,0.0,4,2,2
17377301420642120373823,80751f284ef8,2025-09-05,Slow Wi-Fi,9.0,,,2025-09-05 12:58:58.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,7.0,1,1,1
12482048494196597373433,3c8994d58c38,2025-09-19,Slow Wi-Fi,10.0,,,2025-09-19 19:44:15.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,77.0,1,1,0
16086653935978497488118,507043d94110,2025-09-07,Slow Wi-Fi,10.0,,,2025-09-07 12:12:29.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,21.0,2,2,0
11611823995443038585964,c0a36e55fc68,2025-10-31,Slow Wi-Fi,9.0,,,2025-10-31 13:47:27.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,76.0,3,2,1
13381350055666072202333,80751fa328e8,2025-10-28,Slow Wi-Fi,10.0,,,2025-10-28 19:10:56.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,62.0,1,1,1
15326837886839154000324,c0a36e656880,2025-08-17,Slow Wi-Fi,9.0,,,2025-08-17 18:23:11.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,84.0,4,4,0
CX10303368S,04819b936ba0,2025-10-27,Slow Wi-Fi,10.0,,,2025-10-27 18:16:22.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,164.0,1,1,0
17349543478571143308443,3c457a41f088,2025-09-13,Slow Wi-Fi,9.0,,,2025-09-13 17:35:27.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,8.0,3,2,0
17271641182745949328265,80751fa70dd8,2025-09-21,Slow Wi-Fi,,,,2025-09-21 14:18:41.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,1,11.0,1,1,0
13979319801651452420033,80751f788040,2025-08-24,Slow Wi-Fi,10.0,,,2025-08-24 13:08:02.000000 UTC,1,BBTTE,BBTTE,60,1,2,2,2012,0,1,77.0,1,1,0
13767376798752481428874,80751f3c4008,2025-09-04,Slow Wi-Fi,9.0,,,2025-09-04 09:39:49.000000 UTC,1,BBTTE,BBTTE,60,1,1,1,359,0,0,144.0,1,1,0
17142309500385676941782,6ca0b4644550,2025-08-23,Slow Wi-Fi,9.0,,,2025-08-23 19:51:16.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,15.0,1,1,0
15224924737931031807854,80751f511770,2025-10-31,Slow Wi-Fi,9.0,,,2025-10-31 17:49:17.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,33.0,1,1,0
CX80632877S,c0a36e643e90,2025-09-08,Slow Wi-Fi,9.0,,,2025-09-08 18:53:04.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,46.0,1,1,0
17258941342484020553587,6ca0b46ab5a0,2025-09-22,Slow Wi-Fi,9.0,,,2025-09-22 11:34:07.000000 UTC,1,BBTTE,BBTTE,60,1,1,1,973,0,0,12.0,1,1,0
CX1558285S,6ca0b46d6938,2025-08-04,Slow Wi-Fi,9.0,,,2025-08-04 11:04:12.000000 UTC,1,BBTTE,BBTTE,60,1,3,2,1432,0,1,183.0,1,1,0
17005670137690079724968,c46026079d88,2025-08-02,Slow Wi-Fi,9.0,,,2025-08-02 15:21:39.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,5.0,1,1,0
17340157945873251250483,04819b549e40,2025-10-22,Slow Wi-Fi,9.0,,,2025-10-22 09:54:29.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,9.0,1,1,0
12297930747825829092968,807215ab58d8,2025-10-24,Slow Wi-Fi,9.0,,,2025-10-24 15:42:59.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,0.0,8,4,6
12446388593811262740738,6ca0b4d81a58,2025-08-02,Slow Wi-Fi,9.0,,,2025-08-02 10:28:17.000000 UTC,1,BBTTE,BBTTE,60,1,1,1,2662,0,0,37.0,3,3,0
13790141049142058550549,3c8994ad75e0,2025-08-27,Slow Wi-Fi,9.0,,,2025-08-27 18:36:03.000000 UTC,1,BBTTE,BBTTE,60,1,1,1,2480,0,0,4.0,1,1,1
13969507430378730271457,b4ba9db6eed0,2025-08-26,Slow Wi-Fi,9.0,,,2025-08-26 17:10:28.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,1,89.0,1,1,0
14896115503101797314137,5070437332b8,2025-10-31,Slow Wi-Fi,10.0,,,2025-10-31 09:38:27.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,46.0,1,1,0
CX60435335S,c0a36e98b9c8,2025-08-27,Slow Wi-Fi,9.0,,,2025-08-27 11:36:14.000000 UTC,1,BBTTE,BBTTE,60,1,1,1,6683,0,0,77.0,1,1,0
16499297768915384842153,5070436789a0,2025-09-17,Slow Wi-Fi,9.0,,,2025-09-17 14:58:02.000000 UTC,1,BBTTE,BBTTE,60,1,1,1,1557,0,0,40.0,1,1,0
12170806828242252911915,c460261567c8,2025-09-17,Slow Wi-Fi,9.0,,,2025-09-17 09:37:03.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,205.0,1,1,0
16439684672284283413758,507043b5b430,2025-09-17,Slow Wi-Fi,9.0,,,2025-09-17 15:09:03.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,43.0,1,1,0
16672287337640281372042,6ca0b47eba30,2025-09-07,Slow Wi-Fi,8.0,,,2025-09-07 11:53:10.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,34.0,2,1,0
16775868101469238800690,9c31c38770d8,2025-08-05,Slow Wi-Fi,10.0,,,2025-08-05 12:59:32.000000 UTC,1,BBTTE,BBTTE,60,1,1,1,366,0,0,29.0,1,1,0
CX50219784S,3c8994f0fb08,2025-08-30,Slow Wi-Fi,9.0,,,2025-08-30 18:16:47.000000 UTC,1,BBTTE,BBTTE,60,1,1,1,246,0,0,181.0,1,1,0
12361709318910971053091,80751f976608,2025-09-25,Slow Wi-Fi,10.0,,,2025-09-25 12:57:02.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,198.0,1,1,1
15944530475139895331731,3c899467deb8,2025-08-04,Slow Wi-Fi,8.0,,,2025-08-04 11:26:39.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,60.0,1,1,0
17217394896158202933524,3c89947786e8,2025-08-05,Slow Wi-Fi,9.0,,,2025-08-05 14:04:15.000000 UTC,1,BBTTE,BBTTE,60,1,1,1,347,0,0,12.0,1,1,0
12680824502008141738876,507043eaf0d0,2025-08-17,Slow Wi-Fi,9.0,,,2025-08-17 12:34:04.000000 UTC,1,BBTTE,BBTTE,60,1,1,1,650,0,0,39.0,2,2,1
13115864684746980495303,c0a36e772770,2025-09-03,Slow Wi-Fi,10.0,,,2025-09-03 16:32:31.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,115.0,1,1,0
13311541435524337801104,9c31c3f93e58,2025-11-02,Slow Wi-Fi,9.0,,,2025-11-02 12:36:23.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,163.0,2,1,1
CX3486165S,507043b427e8,2025-09-11,Slow Wi-Fi,8.0,,,2025-09-11 14:41:07.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,42.0,2,2,1
15748657147500724318252,04819b47f040,2025-10-19,Slow Wi-Fi,10.0,,,2025-10-19 09:43:29.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,66.0,1,1,0
17018597998180596575003,04819b00bb38,2025-08-04,Slow Wi-Fi,9.0,,,2025-08-04 12:50:26.000000 UTC,1,BBTTE,BBTTE,60,1,2,3,515,1,1,20.0,1,1,0
15344448003778756193435,c0a36e628320,2025-09-02,Slow Wi-Fi,9.0,,,2025-09-02 15:23:17.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,18.0,1,1,0
16278422317592891752920,c0a36e214980,2025-10-19,Slow Wi-Fi,10.0,,,2025-10-19 10:51:55.000000 UTC,1,BBTTE,BBTTE,60,1,1,1,388,0,0,24.0,1,1,0
CX40150487S,b4ba9d197a30,2025-09-25,Slow Wi-Fi,9.0,,,2025-09-25 12:02:29.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,168.0,6,5,1
17603765369202783608723,507043f22960,2025-11-01,Slow Wi-Fi,9.0,,,2025-11-01 14:14:50.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,0.0,0,0,0
17042907202568238797177,80751f2fcc10,2025-09-05,Slow Wi-Fi,9.0,,,2025-09-05 10:17:03.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,20.0,2,2,0
13497851809679629297085,80751fabc210,2025-08-17,Slow Wi-Fi,10.0,,,2025-08-17 12:06:08.000000 UTC,1,BBTTE,BBTTE,60,1,1,1,872,0,0,33.0,1,1,0
11321563153240405381994,04819b0ef3a0,2025-11-03,Slow Wi-Fi,9.0,,,2025-11-03 11:50:27.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,95.0,1,1,0
16972856383201806753754,6ca0b4bde3e8,2025-10-25,Slow Wi-Fi,8.0,,,2025-10-25 12:00:46.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,24.0,1,1,0
16920256983846179621249,80751faad318,2025-08-05,Slow Wi-Fi,9.0,,,2025-08-05 14:04:42.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,5.0,1,1,0
CX1091071S,6ca0b499c768,2025-08-05,Slow Wi-Fi,10.0,,,2025-08-05 10:01:05.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,109.0,1,1,0
17595650828466139772723,80751f3206a0,2025-10-31,Slow Wi-Fi,10.0,,,2025-10-31 15:17:26.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,0.0,2,2,0
CX40705202S,3c457aacebd0,2025-11-02,Slow Wi-Fi,9.0,,,2025-11-02 15:21:52.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,108.0,1,1,0
16141732182567095912994,6ca0b4696d98,2025-09-04,Slow Wi-Fi,9.0,,,2025-09-04 10:00:28.000000 UTC,1,BBTTE,BBTTE,60,1,1,1,5222,0,1,2.0,2,2,0
14466398863423959301971,80751f4d7e10,2025-09-21,Slow Wi-Fi,9.0,,,2025-09-21 14:08:49.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,1.0,1,1,0
17531033721864414626911,b4ba9d0919e0,2025-09-15,Slow Wi-Fi,9.0,,,2025-09-15 09:43:51.000000 UTC,1,BBTTE,BBTTE,60,1,1,1,948,0,0,1.0,3,3,1
16865946507636817978439,80751f7823b8,2025-09-10,Slow Wi-Fi,8.0,,,2025-09-10 11:17:02.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,26.0,2,2,0
CX4116675S,507043b71e40,2025-09-02,Slow Wi-Fi,9.0,,,2025-09-02 11:10:31.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,39.0,1,1,0
CX70976451S,3c457a09f558,2025-09-07,Slow Wi-Fi,10.0,,,2025-09-07 13:47:08.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,,1,1,0
16457209738559379525456,50704336a3d8,2025-10-29,Slow Wi-Fi,9.0,,,2025-10-29 13:20:53.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,43.0,1,1,0
15491251333829927255419,00a38898a1d8,2025-09-25,Slow Wi-Fi,9.0,,,2025-09-25 10:30:48.000000 UTC,1,BBTTE,BBTTE,60,1,1,1,267,0,0,26.0,1,1,0
11580075190551054205615,9c31c3863cc8,2025-10-30,Slow Wi-Fi,9.0,,,2025-10-30 19:53:31.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,75.0,3,2,1
16507472894471781490211,3c457ab29668,2025-09-05,Slow Wi-Fi,9.0,,,2025-09-05 09:01:43.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,0.0,2,1,1
13818511174114832843199,807215becdc8,2025-08-22,Slow Wi-Fi,9.0,,,2025-08-22 09:57:38.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,20.0,1,1,0
CX30091970S,807215b39fc8,2025-08-25,Slow Wi-Fi,9.0,,,2025-08-25 13:53:24.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,188.0,1,1,0
16703251837155981216687,00a38819f9d8,2025-10-23,Slow Wi-Fi,9.0,,,2025-10-23 15:52:29.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,34.0,1,1,0
17059406138152833707333,8072157d7aa8,2025-09-12,Slow Wi-Fi,8.0,,,2025-09-12 13:21:38.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,19.0,2,2,1
CX40775972S,04819bf302a0,2025-09-01,Slow Wi-Fi,9.0,,,2025-09-01 17:23:51.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,16.0,1,1,0
CX70093199S,507043a973c8,2025-09-01,Slow Wi-Fi,9.0,,,2025-09-01 14:09:17.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,38.0,1,1,0
14743871299635530475874,5070436ef7b8,2025-08-04,Slow Wi-Fi,9.0,,,2025-08-04 17:07:23.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,37.0,4,4,0
14271336757647589195090,3c457a868e48,2025-11-01,Slow Wi-Fi,10.0,,,2025-11-01 12:31:28.000000 UTC,1,BBTTE,BBTTE,60,1,2,1,633,0,0,1.0,1,1,0
17545620902348199698613,3c457a6dbca8,2025-08-21,Slow Wi-Fi,9.0,,,2025-08-21 13:21:41.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,0.0,3,3,0
17101684849499403122433,3c457a5927d0,2025-09-25,Slow Wi-Fi,9.0,,,2025-09-25 10:35:59.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,18.0,2,2,0
15839099458599607968400,807215bb8388,2025-10-30,Slow Wi-Fi,9.0,,,2025-10-30 16:35:54.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,67.0,1,1,0
17495599345721495834264,80721590a768,2025-09-08,Slow Wi-Fi,10.0,,,2025-09-08 14:35:03.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,3.0,2,2,0
17468871041605866286467,3c457abf8ba8,2025-09-22,Slow Wi-Fi,9.0,,,2025-09-22 11:13:28.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,4.0,2,2,0
CX30850747S,80751f6e9d18,2025-08-23,Slow Wi-Fi,9.0,,,2025-08-23 18:12:18.000000 UTC,1,BBTTE,BBTTE,60,1,1,1,3333,0,0,198.0,3,2,2
14888248053664342132492,04819bfa1028,2025-09-19,Slow Wi-Fi,10.0,,,2025-09-19 13:36:09.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,56.0,3,2,1
16958279125919189103743,807215837100,2025-09-21,Slow Wi-Fi,10.0,,,2025-09-21 16:47:04.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,23.0,1,1,0
CX80670348S,9c31c38ce600,2025-08-06,Slow Wi-Fi,9.0,,,2025-08-06 12:08:09.000000 UTC,1,BBTTE,BBTTE,60,1,1,1,338,0,0,87.0,1,1,0
16628199990904187283500,6ca0b49fa728,2025-10-28,Slow Wi-Fi,9.0,,,2025-10-28 11:01:06.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,36.0,2,1,1
11663829103586805512199,3c8994789440,2025-09-06,Slow Wi-Fi,10.0,,,2025-09-06 12:44:24.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,4.0,1,1,0
14562460023769767766518,c0a36e2a2dd8,2025-10-29,Slow Wi-Fi,9.0,,,2025-10-29 14:25:41.000000 UTC,1,BBTTE,BBTTE,60,1,1,1,2529,0,0,114.0,3,2,1
15599888534568381316800,6ca0b48cea40,2025-08-21,Slow Wi-Fi,9.0,,,2025-08-21 13:52:49.000000 UTC,1,BBTTE,BBTTE,60,1,1,1,218,0,0,74.0,1,1,0
CX80140450S,507043729298,2025-08-27,Slow Wi-Fi,9.0,,,2025-08-27 13:03:18.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,127.0,1,1,0
13175571486880990840698,3c9ec7adbc90,2025-09-03,Slow Wi-Fi,9.0,,,2025-09-03 09:50:49.000000 UTC,1,BBTTE,BBTTE,60,1,1,1,251,0,0,18.0,1,1,0
CX90677127S,c0a36e631008,2025-08-25,Slow Wi-Fi,9.0,,,2025-08-25 15:16:53.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,47.0,1,1,0
17118930658565551929550,507043eaa918,2025-09-05,Slow Wi-Fi,9.0,,,2025-09-05 15:28:44.000000 UTC,1,BBTTE,BBTTE,60,1,1,1,1744,0,0,17.0,4,3,1
16993566272979174713498,6ca0b4c989d0,2025-08-22,Slow Wi-Fi,9.0,,,2025-08-22 09:09:32.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,21.0,1,1,0
12392734181664484348089,3c457a4e83a0,2025-10-22,Slow Wi-Fi,9.0,,,2025-10-22 12:51:56.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,114.0,6,4,0
