call_date,label,long_reason,evidence,confidence,other_label,other_confidence,outcome_ts,outcome_fulfiled_flag,selected_outcome,selected_outcome_cleaned,outcome_cost,sc_call_next_7d_flag,sc_call_days_next_7d,sc_interactions_next_7d,avg_mins_per_sc_interaction_next_7d,bb_churn_next_30d,bb_churn_next_60d,bb_tenure_months,all_interactions_prev_30d,service_interactions_prev_30d,sales_interactions_prev_30d
2025-09-13,Other,"The customer is experiencing issues with their Sky Stream box crashing, pausing, and not responding to the remote, which they attribute to the box itself rather than the internet connection. Although the agent suggests it is likely an internet connection issue, the customer explicitly states their internet connection is fine for other devices and activities.","CUSTOMER: ""I think it's an issue of the box because everything's been fine before it's just on this occasion"" and ""HOW IT CAN BE INTERNET CONNECTION WHEN OUR INTERNET CONNECTION IS FINE AND LIKE WE WE BOTH GAME AND WE BOTH PAY LIKE A LOT OF GAMES WHICH REQUIRE QUITE HIGH INTERNET SPEED AND GAMES DON'T CRASH GAMES ABSOLUTELY FINE WE BOTH LIKE GO ON OUR PHONES LAW AND LIKE USED IT IS NOT ON OUR PHONES AND DOWNLOAD GAMES AND DOWNLOAD FINE AND LIKE UPLOAD VIDEOS ONLINE AND FINE IT'S JUST THE SKY BOX IS NOT HAPPENING BASICALLY""",9.0,TV or Device Issue,9.0,2025-09-13 13:59:57.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,10.0,1,1,0
2025-08-28,Other,The customer is inquiring about the status of an engineer appointment to repair or replace a drilled fibre optic cable for their broadband service. The issue is about the physical installation or repair rather than a performance issue with the Wi-Fi itself.,"Customer: ""JUST WANNA KNOW WHEN MY DOES SHE WITH THE BROADBAND WIFI IS GOING TO GET SORTED OUT PLEASE"" and ""IT IS FOR THE THE OPTIC FIBRE ISN'T IT"" and ""IT'S A <PERSON> OF THE CABLE BEING REPAIRED""",9.0,Existing Order or Installation,9.0,2025-08-28 13:55:12.000000 UTC,,,INCOMPLETE,0,1,1,1,2643,0,0,56.0,5,5,0
2025-09-10,Other,"The customer is experiencing an issue with their Sky Glass TV where apps like Netflix are not available, despite paying for them. The problem seems to stem from a software or activation issue with the TV itself, not directly from the broadband connection.",Customer: 'I'VE GOT NO APPS ON IT I'VE GOT NO NETFLIX NO AND I'M PAYING FOR STREAMING AND I'M PAYING FOR NETFLIX BUT I CAN'T USE IT',9.0,TV or Device Issue,9.0,2025-09-10 10:18:59.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,,9,5,3
2025-09-14,Other,The customer is concerned about incorrect wiring installed by Openreach for their fibre optic service. They want assurance that the wiring issue will be resolved before the Sky engineer's installation and are not experiencing any broadband issues at the moment.,<SPELLING_TERM> I'M SUPPOSED TO HAVE FIBRE OPTIC FITTED ON <PERSON> BUT THE OPEN REACH ENGINEER THE PHONE ENGINEER HAS FITTED THE WIRES INCORRECTLY ACROSS AND NEIGHBOURS WINDOWS AND IT'S NOT HOW HE SAID HE WAS GOING TO DO IT AND IT HAS TO BE CHANGED BEFORE THE FIBRE FITTED AND I JUST WANT A GUARANTEE THAT THIS IS GOING TO HAPPEN,10.0,Existing Order or Installation,9.0,2025-09-14 10:15:07.000000 UTC,,,INCOMPLETE,0,1,1,1,30922,0,0,108.0,6,3,3
2025-08-06,Other,"The customer's primary concern is a price increase on their Sky TV contract, specifically for Sky Signature and an HD package. They are calling to renegotiate their contract and get the prices adjusted as they were previously advised they could.",Customer: HELLO I NEED TO DISCUSS CERTAIN FOR MY SKY TV CONTRACT PLEASE ... Customer: YEAH THERE'S THE SEEMS TO BE A PRICE INCREASE APPLIED IN <PERSON> ON SKY SIGNATURE ALSO ON JUST SEE THERE'S <NUMBER> OTHER BIT IT MIGHT BE <NUMBER> OF THE HD PACKAGES TRYING TO FIND IT ON MY BILL ... Customer: AND THEN IN TOTAL MY BILL'S GONE UP to a <NUMBER> AND <NUMBER> POUNDS AND EXPLAIN CREASE ABOUT <NUMBER> OR <NUMBER> POUNDS,10.0,Contract or Cancellation,9.0,2025-08-06 13:39:38.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,200.0,2,1,1
2025-08-04,Other,"The customer's primary concern is an issue with the price of their broadband service not matching what was agreed upon with a previous agent. While there are some mentions of slow Wi-Fi, the customer explicitly states their main concern is the pricing.",Customer: 'I recently changed my broadband service still with you guys but I was just concerned about the price because it was completely rip off so <NUMBER> of your colleagues gave us a slightly better deal for what we've noticed the documentation that he sent doesn't reflect the price that you agreed on the phone' and 'I've actually I've not got that much time <PERSON> it called my main concern frankly actually it was it was <PERSON> speaking speed I can kind of live with like a <NUMBER> <SPELLING_TERM> if I need to I was more concerned about the fact that you know the person who sold this this new deal [...] lied about the price.',9.0,Billing or Credit,9.0,2025-08-04 16:33:48.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,51.0,4,3,3
2025-08-15,Other,"The customer initially calls seeking a 'better deal' and explicitly mentions a new customer offer for Sky Stream, Sky Sports, Ultimate TV, Netflix, and full fibre broadband. The primary motivation for the call is to save money and negotiate a more favourable package, which is unrelated to a technical broadband issue.",Customer: I'M LOOKING FOR A BETTER DEAL WITH... I'M JUST LOOKING TO SAVE A BIT OF MONEY ALSO NOTICED THAT THERE'S A BILL THERE NEW CUSTOMERS FOR SKY STREAM SKY SPORTS ULTIMATE TV NETFLIX AND FULL FIBRE <NUMBER> QUID SO... I'M LOOKING FOR SOMETHING RESEMBLES THAT REALLY,9.0,Upgrade or Package Change,9.0,2025-08-15 16:27:57.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,84.0,2,0,1
2025-09-07,Other,"The customer is experiencing issues with their Sky Q box and mini boxes not recognizing their subscription, preventing them from accessing content and apps. This appears to be a system-side issue, not related to broadband performance, as broadband connectivity is confirmed to be working fine. The problem is a lack of subscription recognition for Sky Q, not the internet service itself.",Customer: YEAH TO MY BROADBAND NETWORK AND I'M JUST WANTING TO NETWORK CONNECTION CHECK IN NETWORK SETUP NETWORK SETUP IT'S CONNECTED NETWORK MY NETWORK CONNECTION TO BROADBAND ROUTER TICK CONNECTION TO INTERNET TICK CONNECTION. Agent: AND YOU'RE STILL NOT GETTING MY SKY GO ON THE MINI BOXES OR NOT. Customer: BECAUSE IT'S SAYING I DIDN'T HAVE. Agent: WHETHER IT'S JUST BECAUSE IT'S NOT GOT A MAIN SIGNAL YEAH. Customer: IT SAID I DIDN'T ASK THE QUESTION I DON'T HAVE <NUMBER> OF THE MESSAGES CAME UP ON FRIDAY BECAUSE YOU DO NOT HAVE A SKY <SPELLING_TERM> SUBSCRIPTION LIKE I DO.,9.0,TV or Device Issue,9.0,2025-09-07 19:08:32.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,156.0,1,1,0
2025-09-01,Other,"The customer is experiencing issues with their Sky Q box, specifically a ""no signal"" message, which the agent suspects is due to a faulty HDMI cable or the satellite dish itself, not broadband.",Customer: NO IT JUST SAYS WEEK ARE NO SIGNAL... Agent: YEAH SO IN THIS SITUATION WE CAN BE ONLY <NUMBER> THINGS IS THE CABLE SIDE OKAY TV OR THE SATELLITE DISH OR A BOX ITSELF... Agent: YEAH SO IN THAT <PERSON> I'M THINKING THAT IS ACTUALLY THE CABLE SO I'M GONNA BOOK AN ENGINEER AND ALSO SEND YOU A CABLE,9.0,TV or Device Issue,9.0,2025-09-01 12:55:21.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,56.0,1,1,0
2025-10-20,Other,"The customer initially called because the LAN ports at the back of their router were not working, but they also discussed upgrading their broadband to full fibre and adjusting their TV package and contract.",Customer: RIGHT SO <NUMBER> PORTS I'M NOT WORKING AT THE BACK OF MY ROUTER ... Customer: BUT I NEED TO I NEED TO I NEED TO SPEAK TO SOMEBODY ABOUT MY PACKAGE ANYWAY COS I'VE GOT SOME OFFERS COMING TO AN END ... Customer: YEAH BUT MY FIBRE MY BROADBAND I WANTED TO COST ME LESS MONEY GOES SHAPE PACKAGE,8.0,Broadband Hardware Issue,6.0,2025-10-20 13:44:13.000000 UTC,,,INCOMPLETE,0,1,2,0,,0,0,166.0,3,1,1
2025-08-21,Other,"The customer is experiencing an issue with their Sky Talk Shield service, which is preventing their sister's calls from connecting. This is a landline (voice) problem, not related to broadband.",Customer: YEAH WATCH CROSS <NUMBER> ON CAN'T THINK JUST DIE SHIELD ISN'T WORKING ON MY PHONE Agent: RIGHT SO THIS IS YOUR SKY TALK SHIELD IS THAT RIGHT Customer: YEAH ON MY LANDLINE YEAH,9.0,Landline Issue,9.0,2025-08-21 10:50:48.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,37.0,1,1,0
2025-09-11,Other,"The customer recently moved and needs to set up their Sky services, including broadband. The customer is currently not experiencing a technical issue with their broadband service, but rather has not yet connected their broadband router at their new home.","Customer: ""NO IT KIDS USED TO BE HONEST WITH YA SO WHAT WE'VE GOT <PERSON> <SPELLING_TERM> MAYBE YOU COULD HELP ME BECAUSE I THINK PROBABLY AWARE...AFTER THIS THE NEW I READ I MOVED HERE ABOUT <NUMBER> DAYS AGO...I'VE GOT NO IDEA...NO I'VE GOT HERE FROM MY OLD HOUSE...BUT IT'S NOT CONNECTED NO NO I WAS TOLD NOT CONNECTED THANK YOU GUYS THEN A BOX OR SOMETHING SO I CAN SEND IT ALL BACK TO YOU...I'VE GOT IN THE HOUSE I GOT TO GO BACK TO YOU GUYS...AS FAR AS I KNOW IT'S STILL WITH THE CARRIER BAG I'M NOT GOING TO DO IT NOW RIGHT"" Agent: ""...IS YOUR BROADBAND ACTIVE IS YOUR BROADBAND RUNNING FINE AT YOUR NEW HOUSE...I SEE THAT THE BROADBAND IS ACTIVATED TODAY <ORDINAL> OF SEPTEMBER <NUMBER> THE BROADBAND IS ACTIVE ON YOUR ACCOUNT THAT MEANS HOME MOVE WAS ALREADY BOOKED YOUR BROADBAND SERVICES HAS GONE LIVE...SO CONNECT THE ROUTER I <PERSON> CALL YOU BACK AFTER SOME TIME AND CHECK WHETHER THE ROUTERS"" ",9.0,Account Enquiry or Move,9.0,2025-09-11 15:45:36.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,0.0,2,1,1
2025-08-23,Other,"The customer is experiencing issues with their Sky Glass TV freezing and losing internet connection, requiring a full power cycle. However, the customer explicitly states that their internet service itself is working fine, indicating the problem lies with the Sky Glass device rather than the broadband service.",Basically my Sky Glass keeps freezing and it keeps locking out and then you have to switch off completely in order to get back in loses connection with the internet but everything for me internet it works fine,8.0,TV or Device Issue,9.0,2025-08-23 09:09:17.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,224.0,1,0,0
2025-09-05,Other,"The customer is experiencing issues loading the Paramount+ app on their Sky Q box. While the customer mentions it can be slow to load, the primary issue is the app not loading at all, and it is not directly related to broadband performance.",Customer: EXCUSE ME IT CAN BE SLOW WHEN I TRIED TO LOG INTO TO LOAD BUT USUALLY DOES LOUD AFTER FEW SECONDS SO BACK TODAY WELL JUST NOW IT'S NOT LOADING UP CIRCLE TURNING...Customer: NO YEAH THE SKY BOX THAT WE'RE USING...Customer: OKAY ALRIGHT <PERSON> NOW LET ME JUST GO TO PARAMOUNT THEN AGAIN...Customer: RIGHT YEAH BECAUSE THE OTHER ABSOLUTELY FINE PARAMOUNT,8.0,TV or Device Issue,9.0,2025-09-05 18:43:41.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,216.0,1,1,0
2025-09-05,Other,"The customer is concerned about unauthorized use of their broadband and wants to put restrictions on it, as well as change their Wi-Fi password. They also mention receiving numerous scam calls related to their Sky Broadband, which is their primary concern.",I KEEP GETTING ALL THESE PHONE CALLS TO FAKE CALLS OR WHAT FROM THE FROM SKY... I HAVE BEEN HAVING PROBLEMS WITH MY SKY WITH MY SKY BROADBAND BECAUSE I'VE GOT A FEELING SOMEBODY <PERSON> IS USING IT SO I WAS JUST WONDERING IF I COULD PUT YOU KNOW IF THERE'S ANY <PERSON> I COULD PUT RESTRICTIONS ON IT STOP PEOPLE FROM USING IT CHANGING THE KNOW CHANGING THE BROADBAND NUMBER AND THEN MY KEY CODE FOR THE NEW <NUMBER> OFTEN USE IT AND STUFF LIKE THAT RESTRICTIONS ON IT BECAUSE IT'S JUST LITERALLY GONE LITERALLY GONE SKY BROADBAND WHICH IS WEIRD KNOW WHAT I MEAN SO SOMEONE'S HACKED INTO MY SKY OR WHAT I DO NOT KNOW,9.0,Account Enquiry or Move,8.0,2025-09-05 17:56:39.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,84.0,1,1,0
2025-10-30,Other,"The customer initially inquired about Wi-Fi issues affecting their TV and computer, specifically intermittent disconnections on their computer. However, the agent's diagnostics suggest the internet speed is as expected for their package. The primary issue was later identified as a visual glitch on their TV's menu or subtitles, which is not directly related to broadband performance but rather a software issue with the TV itself. The customer's initial concern about Wi-Fi speed was a secondary inquiry.",Customer: 'AND ALSO SORRY CAN I JUST <PERSON> WELL WHEN WHEN I'M ON MY COMPUTER AS WELL I KEEP ON WI FI I SEEM TO BE KEEP ON DROPPING OUT OR IT SAYS WE CAN'T CONNECT YOU AND I'M THINKING I WONDER IF IT'S THE SAME THING'; Agent: 'YEAH DON'T THINK IT'S A BROADBAND ISSUE LIKE BUT GET BACK IF ANYTHING HAPPENS AGAIN YOU CANNOT RESOLVE IT'; Customer: 'BUT IT'S SAYING IT DOESN'T AFFECT THE ACTUAL YOU KNOW THE PROGRAMMES PROGRAMMES ARE FOLLOWING IT'S JUST ANNOYING THING IS TRYING TO BE WHAT WHAT YOU KNOW LIKE YOU <PERSON> NOT AGAIN NOT THAT I NEED IT FOR THE FOR THE DEFINITELY DONE SORTED SO THAT'S NOT THE RIGHT WHEREAS THE <PERSON> I DON'T KNOW WHAT THEY CALL THAT YOU KNOW'; Agent: 'SUBTITLES SO THAT'S IT THAT'S WHAT I'M TRYING TO THINK YEAH I AM USING',7.0,TV or Device Issue,9.0,2025-10-30 13:47:31.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,80.0,1,1,0
2025-08-04,Other,"The customer is calling about a billing issue for a previous broadband outage, not a current service issue. They were promised a discount for the days they had no internet connection last month.",HELLO SO LAST MONTH I DIDN'T HAVE ANY INTERNET CONNECTION FOR LIKE <NUMBER> DAYS,8.0,Billing or Credit,10.0,2025-08-04 10:33:28.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,30.0,1,1,0
2025-09-23,Other,"The customer initially called about an issue with their landline service not working, which was resolved during the call. The rest of the call was focused on upgrading their broadband package and discussing associated costs and contract details.",Customer: YOUR LANDLINE IT'S BEEN DOWN FOR OVER <NUMBER> HOURS EVERYTHING <PERSON> WORKS BUT YESTERDAY LANDLINE,9.0,Upgrade or Package Change,8.0,2025-09-23 14:25:57.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,51.0,1,1,0
2025-10-23,Other,"The customer explicitly states the need for an Openreach engineer, which implies a problem with the physical connection rather than the Wi-Fi itself. While broadband-related, this falls outside the defined Wi-Fi categories.","Okay, so basically what it is we're going to need an Openreach engineer. ... AFTER RIGHTLY SO WE NEED A BT ENGINEER BASICALLY WE NEED AN OPENREACH ENGINEER.",9.0,Existing Order or Installation,8.0,2025-10-23 17:44:41.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,29.0,3,3,0
2025-09-11,Other,The customer is experiencing an issue with downloading emails to their device since September 5th. This is not directly related to broadband performance but rather an email client configuration or email account issue.,I've got a problem with my emails and I've not been able to download any of my mail since the 5th of September.,9.0,Account Enquiry or Move,8.0,2025-09-11 13:28:05.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,97.0,2,2,0
2025-09-08,Other,The customer called to discuss their current broadband and TV package as it is due to expire. They received a text message about a new broadband offer but want to renew their current package and negotiate a better price.,"Customer: ""HELLO IT'S THE BATHROOM IT IS CURRENTLY WITH SKY I'VE GOT THE SKY FAVOUR AND PERCENT FAVOUR TEXT MESSAGE THIS MORNING BECAUSE OBVIOUSLY MY PACKAGE IS DUE TO FINISH <SPELLING_TERM> NOW THE SIGNATURE PACKAGE AND THE BROADBAND PACKAGE I WAS CLICKING ON THAT BUT WHEN IT TURNED OUT IT WAS FOR THE NEW BROADBAND SO THERE'S LIKE A BT APPOINTMENT FOR THE ENGINEER TO CALL OUT"" and ""Customer: WHERE WHERE THEY DON'T REALLY KNOW WHAT'S WHAT'S WHAT'S THE DIFFERENCE IN COST OUR EVERY DAY BECAUSE OBVIOUSLY THE BECAUSE I IT EXPIRES OVER VENDOR CURRENT PACKAGE""",9.0,Contract or Cancellation,8.0,2025-09-08 16:00:31.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,15.0,1,1,0
2025-10-28,Other,"The customer is experiencing issues with their Sky TV viewing card being cancelled, leading to their Sky box not working. This is impacting their ability to watch and record TV.",Customer: BASICALLY I PHONED YESTERDAY BECAUSE I'VE BEEN HAVING INTERMITTENT PROBLEMS WITH MY SKY I'M IN THE LAST <NUMBER> WEEKS SO I PHONED UP BECAUSE NOT YESTERDAY THE DAY BEFORE IT WOULD NOT ATTACHED TO ANYTHING IT KEPT BUFFERING AND EVERYTHING <PERSON> WELL WE LOOKED AT THE CHECK ON THE MAIN CARD IN ANOTHER ROOM AND IT LOOKS LIKE IT'S SO I PHONED UP YESTERDAY BECAUSE MY MANAGER ABOUT <NUMBER> O'CLOCK THAT NIGHT TO GET THE SKY TO WHERE WELL I PHONED UP YESTERDAY AND SAID COULD YOU SEND ME A NEW CARD BECAUSE WE'VE IT LOOKS LIKE <PERSON> IS IN IN THE CAR YEAH YOU SAID I COME HOME LAST NIGHT ABOUT HALF PAST <NUMBER> MY SKY IS DOING ACTIVE IT SAYS MY CARD IS INACTIVE SO HE'S BASICALLY CANCELLED MY CARD SENT ME ANOTHER <NUMBER> OUT AND NOW SKY IS NOT WORKING AT ALL LAST NIGHT IT WOULDN'T RECORD WATCH NORMAL TELLY LIKE I <SPELLING_TERM> PVC WATCH NOW SKY NOTHING RECORDED BASICALLY WHEN I'VE TRIED TO DO EVERYTHING THEY CHOSE TO UNPLUG IT JARGON AND NOW ALL I'M GETTING IS A BLUE SCREEN SAYING CONNECTING TO YOUR SKY <SPELLING_TERM> BOX IT JUST SITS THERE BUT YOU CAN HEAR AND HERE IS FOR THE TV IS ON THE BACKGROUND BUT IT'S NOT ATTACHED TO MY SKY <SPELLING_TERM> BOX,10.0,TV or Device Issue,9.0,2025-10-28 12:30:40.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,146.0,10,4,2
2025-09-03,Other,"The customer initially called about not being able to make or receive calls on their landline phone since upgrading to full fibre broadband. After troubleshooting, the agent successfully resolved the landline issue, but the customer then expressed concerns about the cost of their broadband.",Customer: BECAUSE I SPOKE TO <NUMBER> OF YOUR COLLEAGUES DAY BEFORE YESTERDAY BECAUSE SINCE YOU HAD A FULL FIBRE BROADBAND PUT IN WE CAN'T WE CAN'T USE A LANDLINE PHONE PHONING PEOPLE AND WE CAN'T RECEIVE CALLS HERE BUT THEY CAN'T HEAR YOUR COLLEAGUE TRIED SORTED IT OUT BUT IT'S NOT BEEN WORKING SINCE,9.0,Billing or Credit,7.0,2025-09-03 14:00:24.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,214.0,2,1,1
2025-09-10,Other,"The customer initially called about an audio/video sync issue with their Sky Stream, which was a TV product problem. Later in the call, they also mentioned their internet being slow, which they attributed to the new Sky Stream box.","Customer: ""AND SINCE WE'VE HAD THAT THE PICTURE AND THE VOICE DOESN'T MATCH LIKE <PERSON> AND EVEN EVEN ON LIVE TV LIKE YOU KNOW NORMAL TV IT DOESN'T MATCH""
Customer: ""THE KIDS HAVE BEEN COMPLAINING ABOUT THE INTERNET BILLING FIXING THAT I'VE GOT ANYTHING""
Customer: ""YEAH YEAH SINCE WE'VE HAD THIS BOX THEY'VE BEEN SAYING THAT THAT IS SLOW""",7.0,TV or Device Issue,8.0,2025-09-10 10:37:16.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,81.0,3,3,2
2025-09-03,Other,The customer is experiencing issues with their landline service not working after a Sky engineer visit. The agent helps the customer correctly connect the landline cable to the back of the router.,Customer: THAT SKY WHEREIN THIS MORNING THEN LANDLINE IT'S NOT WORKING Agent: SO TODAY IS YOUR ACTIVATION DAY SIR Customer: THE SKY ENGINEERS CAME THIS MORNING AND PUT THE SKY Agent: YEAH Customer: <SPELLING_TERM> SKY ADVISING Agent: OKAY NO Customer: NOT MY LANDLINE IS NOT WORKING MY LANDLINE IS NOT WORKING,9.0,Landline Issue,9.0,2025-09-03 16:05:08.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,173.0,3,2,2
2025-08-17,Other,The customer is experiencing issues with their Sky Mobile phone not working after it was switched from EE to Sky. The customer is frustrated because they have been trying to get it resolved for several days.,"‘My phone is not on… until my phone did everything from my phone to come on they sent me the information to EE and he sent that information so we put her on the phone today account gentleman that today we might have to just…’, ‘Show me out phone’s not working anymore you know’",10.0,TV or Device Issue,8.0,2025-08-17 20:52:58.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,8.0,1,1,0
2025-08-27,Other,"The customer is experiencing an issue with their Sky Box not displaying a picture on the TV, despite having sound. This issue is related to the TV service, not broadband.",Customer: JUST SEND THE SKY BOX ON AND IT'S NOT GIVING ME THE PICTURES NOT COMING ON THE SOUND ON THE TELEVISION,9.0,TV or Device Issue,9.0,2025-08-27 18:46:34.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,40.0,1,1,0
2025-09-26,Other,"The customer is reporting an issue with their landline phone's caller ID feature not displaying the caller's name or number, only showing 'Incoming Call'.",Customer: 'THE CALLER ID DOESN'T SHOW UP ON ME PHONE IT JUST KEEPS SAYING INCOMING CALL INTERNET TELLING ME THAT THE CALLER ID' and 'YEAH NO IT JUST SAYS INCOMING CALL',9.0,Landline Issue,9.0,2025-09-26 09:14:57.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,168.0,1,1,0
2025-10-25,Other,"The customer is reporting an issue with their Sky Q remote control not working correctly, requiring multiple presses for button registration. This is a hardware issue unrelated to broadband service.",Customer: SO MY REMOTE CONTROL ON MY SKY <SPELLING_TERM> BOX FOR MY MAIN BOX IS IT'S NOT WORKING PROPERLY IT'S QUITE OLD AND I THINK WHEN YOU PRESS THE BUTTON IT TAKES A COUPLE OF TIMES TO PRESS,10.0,TV or Device Issue,9.0,2025-10-25 11:17:01.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,114.0,2,2,0
2025-09-02,Other,"The customer is experiencing issues with their landline phone service after a fibre optic installation. Their main concern is that their landline is not working, rather than an internet-related problem.",Customer: 'THE LANDLINES ARE NOT WORKING SO WE CAN'T MAKE A PHONE CALL FROM MY LANDLINE PHONES NOT RECEIVE ANY' and 'I just want to I just I just want my phone to work',9.0,Landline Issue,10.0,2025-09-02 15:02:12.000000 UTC,,,INCOMPLETE,0,1,2,2,2159,0,0,149.0,2,2,1
2025-10-31,Other,"The customer's primary concern is about receiving compensation for the time and effort they spent resolving an issue that stemmed from a recent fiber optic installation. Although there was a period of no internet, the main issue has been resolved, and the customer is now seeking financial redress for the inconvenience.",I spent 2 hours on the phone and Sky viewable drive to sort that out. The main problem was spending 2 hours the other day on my house and it's always cables. I need some kind of financial compensation. I spent about 2 hours physical work that the engineer could have done themselves.,9.0,Billing or Credit,9.0,2025-10-31 11:11:41.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,103.0,6,4,1
2025-09-06,Other,"The customer is experiencing issues with the Paramount+ app on their Sky Glass TV, which is freezing and not working. While there is a mention of slow internet, the primary focus and troubleshooting efforts are directed towards the specific app and not the general broadband service.","I've got people who really won't touch <PERSON> Visa on Paramount Plus and it's just freezing it's not working. Yeah, I have tried refresh apps because I do that didn't work. It's gone to the blue screen got Paramount Plus but this is what it's just stuck on that yeah still stuck on Paramount Plus screen not doing anything.",9.0,TV or Device Issue,9.0,2025-09-06 18:49:45.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,37.0,3,1,1
2025-10-22,Other,"The customer is having issues setting up their Sky Stream box, which is displaying a technical error message and not working correctly. The issue appears to be with the Sky Stream box itself and not directly with the broadband connection, though it might be indirectly related.",Customer: AND I'M TRYING TO SET UP THE SKY BROADBAND AND WHAT SORRY OKAY ALL I'LL GET ON THE TELEVISION IS SORRY BECAUSE OF THE TECHNICAL ISSUE YOU'RE CURRENTLY EXPERIENCING A LIMITED SERVICE PLEASE BE ASSURED THAT WE'RE WORKING HARD TO FIX THE PROBLEM... Customer: I HAVEN'T GOT MY <ORDINAL> STREAMING BOX DOWN AND THAT AND JUST DON'T KNOW WHAT I'M SUPPOSED TO NOW... Agent: YOU DON'T REALLY HAVE ENGINEERS FOR THE SKY STREAM THEN THEY CAN ONLY COMING TO INSTAL THE BROADBAND AND THAT'S IT WE DON'T HAVE ENGINEERS AT WORK ON THE SKY STREAM IT'S A SELF SET UP BOX A SELF INSTAL SELF SET UP,9.0,TV or Device Issue,9.0,2025-10-22 11:51:26.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,1.0,5,5,0
2025-09-01,Other,"The customer is reporting that the voice light is not appearing on the router, indicating an issue with their landline phone service, not broadband.",APART FROM THE LANDLINE PHONE NOT COME IN THE GREEN LIGHT FOR VOICE IS NOT APPEARING ON THE ROUTER,10.0,Landline Issue,10.0,2025-09-01 12:10:30.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,0.0,2,1,0
2025-10-23,Other,"The customer initially reports a problem with their phone line not working, which the agent resolves. The conversation then shifts to discussing the customer's bill, specifically their landline talk package and overdue broadband payments.",Customer: OH HI THERE I'M JUST USING MY NEXT DOOR NEIGHBOUR PHONE BECAUSE MY PHONE IS NOT WORKING IN ABOUT <NUMBER> WEEKS IS NOT WORKING I TOLD THE CUSTOMER SERVICE IS NOT WORKING... Customer: BUT CAN YOU JUST FIND OUT WHAT MY NEXT BILL GOING OUT... Customer: I GO I HAVEN'T <NUMBER> POUND CREDIT ON MY <NUMBER> POUND I OWE YOU FOR THE INTERNET FOR THE NEXT MONTH,9.0,Billing or Credit,7.0,2025-10-23 13:15:56.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,143.0,2,2,1
2025-09-09,Other,"The customer is experiencing an issue with their landline where people can hear them, but they cannot hear the other party, and the landline phone itself is not working.",Customer: LANDLINE THEY'VE BEEN LOOKING INTO IT OVER THE WEEKEND THEY COME UP ... Customer: WHAT THE PROBLEM WAS TO START WITH PEOPLE WOULD BE RINGING ME I COULD HEAR THEM BUT THEY COULDN'T HEAR ME NO THEY'VE BEEN DOING SOMETHING YOU'RE ON THE PHONE DOESN'T WORK FULL STOP,9.0,Landline Issue,10.0,2025-09-09 13:52:38.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,13.0,2,2,0
2025-08-28,Other,"The customer's primary issue is that their landline phone service is not working after a fibre installation, which is a problem unrelated to broadband performance.","Customer: GOT FIBRE INSTALLED YESTERDAY THEN WE'VE GOT NO PHONE WORKING
Agent: THE LANDLINE
Customer: YEAH LANDLINE IS NOT WORKING",10.0,Landline Issue,10.0,2025-08-28 18:00:21.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,154.0,1,1,0
