call_date,label,confidence,other_label,other_confidence,outcome_ts,outcome_fulfiled_flag,selected_outcome,selected_outcome_cleaned,outcome_cost,sc_call_next_7d_flag,sc_call_days_next_7d,sc_interactions_next_7d,avg_mins_per_sc_interaction_next_7d,bb_churn_next_30d,bb_churn_next_60d,bb_tenure_months,all_interactions_prev_30d,service_interactions_prev_30d,sales_interactions_prev_30d
2025-08-31,Unreliable Wi-Fi,9.0,,,2025-08-31 17:51:32.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,0,0,0,,0,0,127.0,1,1,0
2025-10-22,Unreliable Wi-Fi,10.0,,,2025-10-22 15:40:10.000000 UTC,1,LOG_UNAPPOINTED_FTTP1,LOG_UNAPPOINTED,100,0,0,0,,0,0,24.0,5,5,0
2025-09-14,Unreliable Wi-Fi,9.0,,,2025-09-14 13:07:15.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,1,1,1,2074,0,0,102.0,4,4,0
2025-09-07,Unreliable Wi-Fi,10.0,,,2025-09-07 12:37:27.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,0,0,0,,0,0,112.0,4,1,1
2025-09-14,Unreliable Wi-Fi,10.0,,,2025-09-14 13:05:24.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,0,0,0,,0,0,42.0,1,1,0
2025-09-05,Unreliable Wi-Fi,9.0,,,2025-09-05 18:47:24.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,0,0,0,,0,0,55.0,4,2,1
2025-10-24,Unreliable Wi-Fi,8.0,,,2025-10-24 19:13:04.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,0,0,0,,0,0,21.0,1,1,0
2025-09-07,Unreliable Wi-Fi,9.0,,,2025-09-07 09:54:01.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,1,2,3,856,0,0,124.0,2,2,0
2025-09-18,Unreliable Wi-Fi,10.0,,,2025-09-18 16:33:12.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,1,1,1,191,0,0,17.0,1,1,0
2025-09-09,Unreliable Wi-Fi,9.0,,,2025-09-09 11:18:00.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,1,1,1,423,0,0,69.0,1,1,0
2025-09-01,Unreliable Wi-Fi,8.0,,,2025-09-01 11:07:37.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,0,0,0,,0,0,27.0,1,1,0
2025-10-25,Unreliable Wi-Fi,9.0,,,2025-10-25 16:02:09.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,0,0,0,,0,0,67.0,2,2,0
2025-10-31,Unreliable Wi-Fi,10.0,,,2025-10-31 17:13:19.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,0,0,0,,0,0,41.0,2,2,0
2025-09-08,Unreliable Wi-Fi,10.0,,,2025-09-08 10:36:03.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,0,0,0,,0,0,8.0,1,1,0
2025-09-01,Unreliable Wi-Fi,9.0,,,2025-09-01 12:46:31.000000 UTC,1,LOG_UNAPPOINTED_LL1,LOG_UNAPPOINTED,100,0,0,0,,0,0,3.0,1,1,0
2025-08-26,Unreliable Wi-Fi,9.0,,,2025-08-26 08:57:39.000000 UTC,1,LOG_UNAPPOINTED_LL1,LOG_UNAPPOINTED,100,1,1,1,2520,0,0,119.0,3,3,0
2025-09-12,Unreliable Wi-Fi,10.0,,,2025-09-12 10:06:22.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,0,0,0,,0,0,13.0,1,1,0
2025-09-10,Unreliable Wi-Fi,10.0,,,2025-09-10 08:51:09.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,0,0,0,,0,0,124.0,2,2,0
2025-09-17,Unreliable Wi-Fi,8.0,,,2025-09-17 13:59:35.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,1,1,1,567,0,0,3.0,1,1,0
2025-10-23,Unreliable Wi-Fi,9.0,,,2025-10-23 10:17:01.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,0,0,0,,0,0,43.0,1,1,0
2025-09-15,Unreliable Wi-Fi,9.0,,,2025-09-15 11:56:53.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,0,0,0,,0,0,15.0,1,1,0
2025-09-10,Unreliable Wi-Fi,8.0,,,2025-09-10 15:00:03.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,0,0,0,,0,0,129.0,3,3,0
2025-09-15,Unreliable Wi-Fi,9.0,,,2025-09-15 16:37:10.000000 UTC,1,LOG_UNAPPOINTED_FTTP1,LOG_UNAPPOINTED,100,0,0,0,,0,0,3.0,4,3,0
2025-08-29,Unreliable Wi-Fi,10.0,,,2025-08-29 19:07:41.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,0,0,0,,0,0,216.0,3,2,1
2025-08-26,Unreliable Wi-Fi,9.0,,,2025-08-26 14:39:48.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,0,0,0,,0,0,33.0,1,1,0
2025-10-26,Unreliable Wi-Fi,9.0,,,2025-10-26 13:55:03.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,0,0,0,,0,0,41.0,1,1,0
2025-09-21,Unreliable Wi-Fi,9.0,,,2025-09-21 08:36:09.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,0,0,0,,0,0,1.0,2,2,0
2025-09-11,Unreliable Wi-Fi,9.0,,,2025-09-11 13:04:30.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,0,0,0,,0,0,49.0,3,3,0
2025-11-03,Unreliable Wi-Fi,8.0,,,2025-11-03 18:26:37.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,0,0,0,,0,0,46.0,3,3,0
2025-10-31,Unreliable Wi-Fi,9.0,,,2025-10-31 19:43:46.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,1,2,2,2977,0,0,16.0,3,3,0
2025-10-31,Unreliable Wi-Fi,10.0,,,2025-10-31 17:25:43.000000 UTC,1,LOG_UNAPPOINTED_LL1,LOG_UNAPPOINTED,100,0,0,0,,0,0,131.0,2,1,1
2025-09-12,Unreliable Wi-Fi,9.0,,,2025-09-12 20:03:39.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,0,0,0,,0,0,91.0,3,3,0
2025-10-22,Unreliable Wi-Fi,9.0,,,2025-10-22 20:52:27.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,0,0,0,,0,0,67.0,1,1,0
2025-08-28,Unreliable Wi-Fi,10.0,,,2025-08-28 16:19:50.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,0,0,0,,0,0,0.0,1,1,0
2025-08-02,Unreliable Wi-Fi,8.0,,,2025-08-02 10:48:35.000000 UTC,1,LOG_UNAPPOINTED_FTTP1,LOG_UNAPPOINTED,100,0,0,0,,0,0,82.0,2,2,0
2025-09-11,Unreliable Wi-Fi,9.0,,,2025-09-11 12:34:30.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,1,1,2,4580,0,0,129.0,4,2,1
2025-09-04,Unreliable Wi-Fi,9.0,,,2025-09-04 13:06:32.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,0,0,0,,0,0,32.0,1,1,0
2025-09-25,Unreliable Wi-Fi,10.0,,,2025-09-25 15:58:14.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,0,0,0,,0,0,163.0,1,1,0
2025-08-04,Unreliable Wi-Fi,9.0,,,2025-08-04 18:53:43.000000 UTC,,MANAGE_EXPECTATIONS_IHH,MANAGE_EXPECTATIONS,0,0,0,0,,0,0,14.0,1,1,0
2025-10-31,Unreliable Wi-Fi,8.0,,,2025-10-31 13:05:57.000000 UTC,,MANAGE_EXPECTATIONS_IHH,MANAGE_EXPECTATIONS,0,0,0,0,,0,0,83.0,2,2,0
2025-10-22,Unreliable Wi-Fi,8.0,,,2025-10-22 20:26:15.000000 UTC,,MANAGE_EXPECTATIONS_IHH,MANAGE_EXPECTATIONS,0,1,1,1,6738,0,0,101.0,3,3,0
2025-09-06,Unreliable Wi-Fi,10.0,,,2025-09-06 14:44:26.000000 UTC,,MANAGE_EXPECTATIONS_IHH,MANAGE_EXPECTATIONS,0,0,0,0,,0,0,74.0,1,1,0
2025-10-24,Unreliable Wi-Fi,9.0,,,2025-10-24 10:55:08.000000 UTC,,MANAGE_EXPECTATIONS_IHH,MANAGE_EXPECTATIONS,0,0,0,0,,0,0,25.0,4,3,0
2025-11-02,Unreliable Wi-Fi,9.0,,,2025-11-02 11:16:21.000000 UTC,,MANAGE_EXPECTATIONS_INFLIGHT_OPENREACH_VISIT,MANAGE_EXPECTATIONS,0,0,0,0,,1,1,97.0,4,4,1
2025-08-21,Unreliable Wi-Fi,8.0,,,2025-08-21 13:51:51.000000 UTC,,MANAGE_EXPECTATIONS_IHH,MANAGE_EXPECTATIONS,0,0,0,0,,0,0,144.0,2,2,0
2025-08-22,Unreliable Wi-Fi,10.0,,,2025-08-22 12:57:02.000000 UTC,,MANAGE_EXPECTATIONS_IHH,MANAGE_EXPECTATIONS,0,0,0,0,,0,0,38.0,2,2,0
2025-09-05,Unreliable Wi-Fi,8.0,,,2025-09-05 10:36:07.000000 UTC,,MANAGE_EXPECTATIONS_IHH,MANAGE_EXPECTATIONS,0,0,0,0,,0,0,108.0,1,1,0
2025-08-23,Unreliable Wi-Fi,9.0,,,2025-08-23 14:53:52.000000 UTC,,MANAGE_EXPECTATIONS_INFLIGHT_OPENREACH_VISIT,MANAGE_EXPECTATIONS,0,0,0,0,,0,0,152.0,1,1,0
2025-09-15,Unreliable Wi-Fi,9.0,,,2025-09-15 09:57:00.000000 UTC,,MANAGE_EXPECTATIONS_IHH,MANAGE_EXPECTATIONS,0,0,0,0,,0,0,218.0,3,2,1
2025-10-19,Unreliable Wi-Fi,10.0,,,2025-10-19 18:14:28.000000 UTC,,MANAGE_EXPECTATIONS_IHH,MANAGE_EXPECTATIONS,0,0,0,0,,0,0,37.0,1,1,0
2025-08-05,Unreliable Wi-Fi,8.0,,,2025-08-05 14:39:41.000000 UTC,,MANAGE_EXPECTATIONS_INFLIGHT_CF_VISIT,MANAGE_EXPECTATIONS,0,0,0,0,,0,0,24.0,1,1,0
2025-09-09,Unreliable Wi-Fi,8.0,,,2025-09-09 14:43:03.000000 UTC,,MANAGE_EXPECTATIONS_INFLIGHT_OPENREACH_VISIT,MANAGE_EXPECTATIONS,0,0,0,0,,0,0,57.0,1,1,0
2025-09-15,Unreliable Wi-Fi,8.0,,,2025-09-15 09:29:38.000000 UTC,,MANAGE_EXPECTATIONS_IHH,MANAGE_EXPECTATIONS,0,0,0,0,,0,0,53.0,3,1,1
2025-10-30,Unreliable Wi-Fi,9.0,,,2025-10-30 13:11:20.000000 UTC,,MANAGE_EXPECTATIONS_IHH,MANAGE_EXPECTATIONS,0,0,0,0,,0,0,82.0,1,1,0
2025-08-27,Unreliable Wi-Fi,8.0,,,2025-08-27 20:02:42.000000 UTC,,MANAGE_EXPECTATIONS_INFLIGHT_OPENREACH_VISIT,MANAGE_EXPECTATIONS,0,0,0,0,,0,0,76.0,1,1,0
2025-09-15,Unreliable Wi-Fi,10.0,,,2025-09-15 10:48:59.000000 UTC,,MANAGE_EXPECTATIONS_WALL_TO_WALL_WIFI,MANAGE_EXPECTATIONS,0,0,0,0,,0,0,163.0,2,2,1
2025-10-22,Unreliable Wi-Fi,9.0,,,2025-10-22 15:15:18.000000 UTC,,MANAGE_EXPECTATIONS_TV_Q_DEVICE,MANAGE_EXPECTATIONS,0,0,0,0,,0,1,186.0,1,1,0
2025-08-03,Unreliable Wi-Fi,9.0,,,2025-08-03 18:10:00.000000 UTC,,MANAGE_EXPECTATIONS_IHH,MANAGE_EXPECTATIONS,0,0,0,0,,0,0,1.0,6,5,1
2025-09-26,Unreliable Wi-Fi,9.0,,,2025-09-26 12:30:34.000000 UTC,,MANAGE_EXPECTATIONS_IHH,MANAGE_EXPECTATIONS,0,0,0,0,,0,0,0.0,3,3,2
2025-08-21,Unreliable Wi-Fi,9.0,,,2025-08-21 19:59:46.000000 UTC,,MANAGE_EXPECTATIONS_INFLIGHT_OPENREACH_VISIT,MANAGE_EXPECTATIONS,0,0,0,0,,0,0,140.0,2,2,0
2025-08-29,Unreliable Wi-Fi,8.0,,,2025-08-29 18:34:31.000000 UTC,,MANAGE_EXPECTATIONS_IHH,MANAGE_EXPECTATIONS,0,0,0,0,,0,0,18.0,2,2,0
2025-10-21,Unreliable Wi-Fi,8.0,,,2025-10-21 10:18:53.000000 UTC,,MANAGE_EXPECTATIONS_IHH,MANAGE_EXPECTATIONS,0,0,0,0,,0,0,126.0,2,2,0
2025-09-25,Unreliable Wi-Fi,8.0,,,2025-09-25 13:02:28.000000 UTC,,MANAGE_EXPECTATIONS,MANAGE_EXPECTATIONS,0,1,1,0,,0,0,2.0,3,1,0
2025-08-04,Unreliable Wi-Fi,8.0,,,2025-08-04 15:44:35.000000 UTC,,MANAGE_EXPECTATIONS,MANAGE_EXPECTATIONS,0,0,0,0,,0,0,49.0,1,1,0
2025-09-10,Unreliable Wi-Fi,9.0,,,2025-09-10 14:10:55.000000 UTC,,MANAGE_EXPECTATIONS_IHH,MANAGE_EXPECTATIONS,0,0,0,0,,0,0,26.0,4,4,0
2025-09-15,Unreliable Wi-Fi,8.0,,,2025-09-15 15:51:32.000000 UTC,,MANAGE_EXPECTATIONS_IHH,MANAGE_EXPECTATIONS,0,0,0,0,,0,0,21.0,1,1,0
2025-10-27,Unreliable Wi-Fi,8.0,,,2025-10-27 12:36:16.000000 UTC,,MANAGE_EXPECTATIONS_INFLIGHT_OPENREACH_VISIT,MANAGE_EXPECTATIONS,0,0,0,0,,0,0,20.0,1,1,0
2025-09-16,Unreliable Wi-Fi,8.0,,,2025-09-16 11:29:35.000000 UTC,,MANAGE_EXPECTATIONS_INFLIGHT_OPENREACH_VISIT,MANAGE_EXPECTATIONS,0,0,0,0,,0,0,28.0,1,1,0
2025-10-23,Unreliable Wi-Fi,9.0,,,2025-10-23 19:14:14.000000 UTC,,MANAGE_EXPECTATIONS_IHH,MANAGE_EXPECTATIONS,0,1,1,0,,0,0,95.0,1,1,0
2025-10-28,Unreliable Wi-Fi,9.0,,,2025-10-28 11:47:15.000000 UTC,,MANAGE_EXPECTATIONS_INFLIGHT_OPENREACH_VISIT,MANAGE_EXPECTATIONS,0,0,0,0,,0,0,87.0,1,1,0
2025-10-21,Unreliable Wi-Fi,8.0,,,2025-10-21 12:34:00.000000 UTC,,MANAGE_EXPECTATIONS_IHH,MANAGE_EXPECTATIONS,0,1,2,3,3535,0,0,19.0,3,2,3
2025-09-22,Unreliable Wi-Fi,9.0,,,2025-09-22 15:20:34.000000 UTC,,MANAGE_EXPECTATIONS,MANAGE_EXPECTATIONS,0,1,2,2,26416,0,0,222.0,2,2,0
2025-08-23,Unreliable Wi-Fi,10.0,,,2025-08-23 15:13:00.000000 UTC,,MANAGE_EXPECTATIONS_IHH,MANAGE_EXPECTATIONS,0,0,0,0,,0,0,73.0,1,1,0
2025-09-18,Unreliable Wi-Fi,9.0,,,2025-09-18 11:06:14.000000 UTC,,MANAGE_EXPECTATIONS_IHH,MANAGE_EXPECTATIONS,0,0,0,0,,0,0,35.0,2,1,1
2025-08-05,Unreliable Wi-Fi,9.0,,,2025-08-05 11:54:42.000000 UTC,,MANAGE_EXPECTATIONS_INFLIGHT_OPENREACH_VISIT,MANAGE_EXPECTATIONS,0,0,0,0,,0,0,92.0,1,1,0
2025-08-21,Unreliable Wi-Fi,9.0,,,2025-08-21 20:39:10.000000 UTC,,MANAGE_EXPECTATIONS_INFLIGHT_CF_VISIT,MANAGE_EXPECTATIONS,0,1,1,0,,0,0,80.0,1,1,0
2025-08-27,Unreliable Wi-Fi,9.0,,,2025-08-27 14:31:02.000000 UTC,,MANAGE_EXPECTATIONS_IHH,MANAGE_EXPECTATIONS,0,1,1,1,1589,0,0,45.0,1,1,0
2025-10-27,Unreliable Wi-Fi,10.0,,,2025-10-27 16:17:23.000000 UTC,,MANAGE_EXPECTATIONS_IHH,MANAGE_EXPECTATIONS,0,1,1,1,68659,0,0,72.0,8,5,2
2025-08-24,Unreliable Wi-Fi,10.0,,,2025-08-24 15:00:22.000000 UTC,,MANAGE_EXPECTATIONS_SKY_DEVICE_UNCATEGORISED,MANAGE_EXPECTATIONS,0,0,0,0,,0,0,81.0,5,3,0
2025-08-18,Unreliable Wi-Fi,8.0,,,2025-08-18 09:54:30.000000 UTC,,MANAGE_EXPECTATIONS,MANAGE_EXPECTATIONS,0,0,0,0,,0,0,34.0,2,1,1
2025-10-31,Unreliable Wi-Fi,8.0,,,2025-10-31 12:11:08.000000 UTC,,MANAGE_EXPECTATIONS_IHH,MANAGE_EXPECTATIONS,0,0,0,0,,0,0,86.0,1,1,0
2025-10-24,Unreliable Wi-Fi,8.0,,,2025-10-24 16:34:11.000000 UTC,,MANAGE_EXPECTATIONS_IHH,MANAGE_EXPECTATIONS,0,0,0,0,,0,0,109.0,1,1,0
2025-09-18,Unreliable Wi-Fi,9.0,,,2025-09-18 20:18:54.000000 UTC,,MANAGE_EXPECTATIONS_INFLIGHT_OPENREACH_VISIT,MANAGE_EXPECTATIONS,0,1,1,1,382,0,0,155.0,1,1,0
2025-10-24,Unreliable Wi-Fi,9.0,,,2025-10-24 18:52:16.000000 UTC,,MANAGE_EXPECTATIONS_IHH,MANAGE_EXPECTATIONS,0,0,0,0,,0,0,37.0,1,1,0
2025-08-26,Unreliable Wi-Fi,8.0,,,2025-08-26 10:31:30.000000 UTC,,MANAGE_EXPECTATIONS_IHH,MANAGE_EXPECTATIONS,0,0,0,0,,0,0,26.0,3,3,0
2025-10-19,Unreliable Wi-Fi,9.0,,,2025-10-19 11:18:51.000000 UTC,,MANAGE_EXPECTATIONS_IHH,MANAGE_EXPECTATIONS,0,0,0,0,,0,0,17.0,1,1,0
2025-11-01,Unreliable Wi-Fi,8.0,,,2025-11-01 10:50:00.000000 UTC,,MANAGE_EXPECTATIONS_IHH,MANAGE_EXPECTATIONS,0,0,0,0,,0,0,115.0,1,1,0
2025-08-28,Unreliable Wi-Fi,9.0,,,2025-08-28 21:00:41.000000 UTC,,MANAGE_EXPECTATIONS_IHH,MANAGE_EXPECTATIONS,0,1,1,2,234,0,1,92.0,1,1,0
2025-09-14,Unreliable Wi-Fi,9.0,,,2025-09-14 14:59:19.000000 UTC,,MANAGE_EXPECTATIONS_INFLIGHT_OPENREACH_VISIT,MANAGE_EXPECTATIONS,0,1,2,2,1576,0,0,22.0,1,1,0
2025-09-03,Unreliable Wi-Fi,9.0,,,2025-09-03 08:41:18.000000 UTC,,MANAGE_EXPECTATIONS_IHH,MANAGE_EXPECTATIONS,0,0,0,0,,0,0,204.0,1,1,0
2025-08-22,Unreliable Wi-Fi,9.0,,,2025-08-22 16:42:21.000000 UTC,,MANAGE_EXPECTATIONS_INFLIGHT_CF_VISIT,MANAGE_EXPECTATIONS,0,1,1,1,2718,0,0,129.0,8,8,0
2025-08-27,Unreliable Wi-Fi,9.0,,,2025-08-27 14:13:17.000000 UTC,,MANAGE_EXPECTATIONS,MANAGE_EXPECTATIONS,0,0,0,0,,0,0,11.0,1,1,0
2025-10-29,Unreliable Wi-Fi,8.0,,,2025-10-29 13:38:14.000000 UTC,,MANAGE_EXPECTATIONS_SKY_DEVICE_UNCATEGORISED,MANAGE_EXPECTATIONS,0,0,0,0,,0,0,115.0,1,1,0
2025-11-01,Unreliable Wi-Fi,8.0,,,2025-11-01 15:39:28.000000 UTC,,MANAGE_EXPECTATIONS_INFLIGHT_OPENREACH_VISIT,MANAGE_EXPECTATIONS,0,0,0,0,,0,0,68.0,7,6,0
2025-10-27,Unreliable Wi-Fi,9.0,,,2025-10-27 17:24:36.000000 UTC,,MANAGE_EXPECTATIONS_TV_Q_DEVICE,MANAGE_EXPECTATIONS,0,0,0,0,,0,0,169.0,2,2,0
2025-09-25,Unreliable Wi-Fi,10.0,,,2025-09-25 14:15:04.000000 UTC,,MANAGE_EXPECTATIONS_TV_Q_DEVICE,MANAGE_EXPECTATIONS,0,0,0,0,,0,0,103.0,4,3,1
2025-09-11,Unreliable Wi-Fi,9.0,,,2025-09-11 14:16:51.000000 UTC,,MANAGE_EXPECTATIONS_IHH,MANAGE_EXPECTATIONS,0,0,0,0,,0,0,3.0,1,1,0
2025-08-24,Unreliable Wi-Fi,8.0,,,2025-08-24 15:23:37.000000 UTC,,MANAGE_EXPECTATIONS_IHH,MANAGE_EXPECTATIONS,0,0,0,0,,0,0,26.0,1,1,0
2025-09-04,Unreliable Wi-Fi,9.0,,,2025-09-04 11:21:48.000000 UTC,,MANAGE_EXPECTATIONS_INFLIGHT_OPENREACH_VISIT,MANAGE_EXPECTATIONS,0,0,0,0,,0,0,24.0,4,4,0
2025-08-22,Unreliable Wi-Fi,9.0,,,2025-08-22 10:17:39.000000 UTC,,MANAGE_EXPECTATIONS_INFLIGHT_OPENREACH_VISIT,MANAGE_EXPECTATIONS,0,0,0,0,,0,0,37.0,1,1,0
2025-09-04,Unreliable Wi-Fi,9.0,,,2025-09-04 15:22:58.000000 UTC,,MANAGE_EXPECTATIONS_INFLIGHT_OPENREACH_VISIT,MANAGE_EXPECTATIONS,0,0,0,0,,0,0,26.0,6,0,0
2025-09-09,Unreliable Wi-Fi,8.0,,,2025-09-09 10:33:17.000000 UTC,,MANAGE_EXPECTATIONS_IHH,MANAGE_EXPECTATIONS,0,0,0,0,,0,0,103.0,3,3,0
2025-08-27,Unreliable Wi-Fi,8.0,,,2025-08-27 15:18:53.000000 UTC,,MANAGE_EXPECTATIONS_IHH,MANAGE_EXPECTATIONS,0,0,0,0,,0,0,82.0,1,1,0
2025-08-26,Unreliable Wi-Fi,9.0,,,2025-08-26 13:10:57.000000 UTC,,MANAGE_EXPECTATIONS_IHH,MANAGE_EXPECTATIONS,0,0,0,0,,0,0,67.0,1,1,0
2025-09-16,Unreliable Wi-Fi,9.0,,,2025-09-16 16:59:40.000000 UTC,,MANAGE_EXPECTATIONS_IHH,MANAGE_EXPECTATIONS,0,0,0,0,,0,0,116.0,1,1,0
2025-10-29,Unreliable Wi-Fi,8.0,,,2025-10-29 08:56:30.000000 UTC,,MANAGE_EXPECTATIONS_IHH,MANAGE_EXPECTATIONS,0,0,0,0,,0,0,135.0,1,1,0
2025-08-01,Unreliable Wi-Fi,9.0,,,2025-08-01 08:27:41.000000 UTC,,MANAGE_EXPECTATIONS_INFLIGHT_OPENREACH_VISIT,MANAGE_EXPECTATIONS,0,1,1,1,156,0,0,60.0,1,1,0
2025-10-28,Unreliable Wi-Fi,8.0,,,2025-10-28 11:51:25.000000 UTC,,MANAGE_EXPECTATIONS,MANAGE_EXPECTATIONS,0,1,1,0,,1,1,82.0,1,0,0
2025-09-04,Unreliable Wi-Fi,9.0,,,2025-09-04 10:51:58.000000 UTC,,MANAGE_EXPECTATIONS_INFLIGHT_OPENREACH_VISIT,MANAGE_EXPECTATIONS,0,0,0,0,,0,0,108.0,3,3,0
2025-08-29,Unreliable Wi-Fi,9.0,,,2025-08-29 14:11:20.000000 UTC,,MANAGE_EXPECTATIONS_IHH,MANAGE_EXPECTATIONS,0,0,0,0,,0,0,71.0,1,1,0
2025-10-29,Unreliable Wi-Fi,9.0,,,2025-10-29 13:45:12.000000 UTC,,MANAGE_EXPECTATIONS_IHH,MANAGE_EXPECTATIONS,0,0,0,0,,0,0,86.0,2,2,0
2025-08-30,Unreliable Wi-Fi,8.0,,,2025-08-30 09:38:58.000000 UTC,,MANAGE_EXPECTATIONS_IHH,MANAGE_EXPECTATIONS,0,0,0,0,,0,0,21.0,1,1,0
2025-11-03,Unreliable Wi-Fi,8.0,,,2025-11-03 15:06:06.000000 UTC,,MANAGE_EXPECTATIONS_IHH,MANAGE_EXPECTATIONS,0,0,0,0,,0,0,24.0,1,1,0
2025-10-29,Unreliable Wi-Fi,9.0,,,2025-10-29 13:57:29.000000 UTC,,MANAGE_EXPECTATIONS_INFLIGHT_OPENREACH_VISIT,MANAGE_EXPECTATIONS,0,0,0,0,,0,0,62.0,2,2,0
2025-09-04,Unreliable Wi-Fi,8.0,,,2025-09-04 16:15:18.000000 UTC,,MANAGE_EXPECTATIONS_IHH,MANAGE_EXPECTATIONS,0,0,0,0,,0,0,204.0,1,1,0
2025-10-20,Unreliable Wi-Fi,9.0,,,2025-10-20 08:39:52.000000 UTC,,MANAGE_EXPECTATIONS_IHH,MANAGE_EXPECTATIONS,0,0,0,0,,0,0,22.0,1,1,0
2025-08-25,Unreliable Wi-Fi,9.0,,,2025-08-25 16:40:07.000000 UTC,,MANAGE_EXPECTATIONS_IHH,MANAGE_EXPECTATIONS,0,0,0,0,,0,0,151.0,1,1,0
2025-09-04,Unreliable Wi-Fi,9.0,,,2025-09-04 16:32:22.000000 UTC,,MANAGE_EXPECTATIONS_IHH,MANAGE_EXPECTATIONS,0,1,1,1,3946,0,0,63.0,3,3,0
2025-09-25,Unreliable Wi-Fi,9.0,,,2025-09-25 10:14:58.000000 UTC,,MANAGE_EXPECTATIONS_IHH,MANAGE_EXPECTATIONS,0,0,0,0,,0,0,67.0,1,1,0
2025-09-10,Unreliable Wi-Fi,8.0,,,2025-09-10 17:02:45.000000 UTC,,MANAGE_EXPECTATIONS_IHH,MANAGE_EXPECTATIONS,0,1,3,2,1100,0,0,5.0,1,1,0
2025-09-12,Unreliable Wi-Fi,8.0,,,2025-09-12 18:06:10.000000 UTC,,MANAGE_EXPECTATIONS_TV_Q_DEVICE,MANAGE_EXPECTATIONS,0,0,0,0,,0,0,67.0,1,1,0
2025-08-01,Unreliable Wi-Fi,9.0,,,2025-08-01 10:28:11.000000 UTC,,MANAGE_EXPECTATIONS_IHH,MANAGE_EXPECTATIONS,0,0,0,0,,0,0,2.0,2,2,0
2025-08-06,Unreliable Wi-Fi,9.0,,,2025-08-06 08:38:46.000000 UTC,,MANAGE_EXPECTATIONS_IHH,MANAGE_EXPECTATIONS,0,0,0,0,,0,0,213.0,1,1,0
2025-08-26,Unreliable Wi-Fi,8.0,,,2025-08-26 13:58:09.000000 UTC,,MANAGE_EXPECTATIONS_IHH,MANAGE_EXPECTATIONS,0,1,2,1,28395,0,0,144.0,10,9,0
2025-10-24,Unreliable Wi-Fi,8.0,,,2025-10-24 18:58:34.000000 UTC,,MANAGE_EXPECTATIONS_TV_Q_DEVICE,MANAGE_EXPECTATIONS,0,0,0,0,,0,0,159.0,2,2,0
2025-08-24,Unreliable Wi-Fi,9.0,,,2025-08-24 19:47:00.000000 UTC,,MANAGE_EXPECTATIONS_INFLIGHT_OPENREACH_VISIT,MANAGE_EXPECTATIONS,0,0,0,0,,0,0,18.0,3,3,0
