call_date,label,long_reason,evidence,confidence,other_label,other_confidence,outcome_ts,outcome_fulfiled_flag,suggested_outcome,suggested_outcome_cleaned,selected_outcome,selected_outcome_cleaned,outcome_cost,sc_call_next_7d_flag,sc_call_days_next_7d,sc_interactions_next_7d,avg_mins_per_sc_interaction_next_7d,bb_churn_next_30d,bb_churn_next_60d,bb_tenure_months,all_interactions_prev_30d,service_interactions_prev_30d,sales_interactions_prev_30d,first_csg_call_reason,last_csg_call_reason,engineer_reported_cause,engineer_reported_symptom,engineer_reported_action
2025-08-02,Unreliable Wi-Fi,"The customer reports that their TV keeps going blank, out of sync, flickering, and sometimes cutting out completely. These are all symptoms of an unreliable and intermittent Wi-Fi connection, even though the speeds are reported as being sufficient.","Customer: ""BUT IT CLEARLY IS A PROBLEM BECAUSE OTHERWISE WHY WOULD THE TV KEEP GOING BLANK AND AS I KEEP GOING OUT OF SYNC"" ... Customer: ""STILL OUT OF SYNC STILL OUT OF SYNC"" ... Customer: ""NOW EVERYTHING GOES JUST GOES BLANK COMPLETELY IT LIKE LIKE YOU JUST CUT IT YOU KNOW LIKE IT'S JUST STOPPED"" ... Customer: ""WE'VE GONE ONTO AGAIN STILL OUT OF SYNC AND IT'S JUST GONE OFF NOW IS FLICKERING""",9,,,2025-08-02 09:20:39 UTC,1,MANAGE_EXPECTATIONS_IHH,MANAGE_EXPECTATIONS,BBTTE,BBTTE,60,1,1,1,1805,0,0,1,3,2,1,Connectivity,Connectivity,TT As Is,TT Q - As Is,As Is
2025-11-02,Slow Wi-Fi,"The customer reports that their Sky Stream box is crashing multiple times a day due to issues with the broadband speed, which the agent confirms. An engineer visit is arranged to address the broadband equipment and streaming box.",Customer: HI THERE I'M JUST CALLING BECAUSE WHERE I'VE BEEN HAVING QUITE A FEW ISSUES WITH MY SKY STREAM ON THE DAILY IT'S PROBABLY CRASHING <NUMBER> OR <NUMBER> TIMES AND WE HAVEN'T HAVEN'T SORT OF RESTART IT EVERY SINGLE TIME AND IT'S GETTING REALLY ANNOYING...Agent: OKAY SOMEONE FINISH WITH THE OH NO THE BROADBAND IS LOOKING GOOD BUT I COULD SEE THAT THERE ARE SOME ISSUES WITH THE SPEED GOING TO THE SO MOST LIKELY THAT THE ESPECIALLY HAVING IN MIND THAT YOU,9,,,2025-11-02 14:19:48 UTC,1,MANAGE_EXPECTATIONS_IHH,MANAGE_EXPECTATIONS,BBTTE,BBTTE,60,0,0,0,,0,0,29,1,1,0,,,TT Faulty NTE5,TT Broadband -  Connection Dropping out,NTE5 installed
2025-10-23,Poor Coverage,"The customer reports that despite having a booster, they do not get Wi-Fi coverage in certain rooms of their house, such as the utility room, conservatory, and the back of the dining room.",YOU HAVE TO SPEAK TO YOU HAVE TO SPEAK MORE SLOWLY BECAUSE I CAN'T UNDERSTAND WHAT YOU'RE SAYING YOU JUST SPEAK REALLY CLEARLY ... YOU HAVEN'T GOT THE BROADBAND ALONE LIKE <NUMBER> AND THE BOOST <NUMBER> IS GOING TO BE <NUMBER> POUNDS IF YOU GET THAT <NUMBER> ... HAVE THE BOOST AT THE MOMENT WE DON'T GET IT EVERY ROOM ... YEAH SO WE DON'T WE DON'T GET IT UTILITY WE DON'T GET IT CONSERVATORY WE DON'T GET TO THE BACK OF THE DINING ROOM ... BECAUSE YOU ARE PAYING FOR IT RIGHT IF YOU'RE NOT GETTING THE SERVICE IT'S NOT YOUR FAULT THAT'S THE REASON WE HAVE GOT A TEAM TO LOOK INTO THAT YOU HAVE GOT A BOOSTER YOU SAID IF IT GOES LIKE FROM THE ROUTER YOU ARE NOT GETTING THIS AT LEAST MINIMUM <NUMBER> <PERSON> VARIOUS SUPPOSED TO GET BUT IF YOU'RE NOT GETTING THE RIGHT TO GET YOU CONNECTED TO THEM HAVE A CHECK IS THERE ANYONE HAS TO VISIT TO CHECK OR WHAT EXACTLY BASED ON THE CONVERSATION YOU CAN SEE LIKE WHAT TO DO OKAY,9,,,2025-10-23 10:31:52 UTC,1,MANAGE_EXPECTATIONS_IHH,MANAGE_EXPECTATIONS,BBTTE,BBTTE,60,0,0,0,,0,0,85,2,1,2,,,TT No Fault Found,TT Optimisation,Booster Installed
2025-09-25,Slow Wi-Fi,"The customer reports that their broadband is slow and keeps dropping out, despite an engineer visiting recently. They also state that the broadband should be a lot faster than it is currently.",Customer: HE'S HAD TO HIRE WHAT HARD WIRE THE BOX TO THE ROUTER <SPELLING_TERM> BOX ROUTER BECAUSE BROADBAND IS SO LOW AND IT KEEPS DROPPING OUT... Customer: I'M NOT REPORTING A FAULT I'M JUST SAYING THAT THE BROADBAND IS NOT FAST ENOUGH... Customer: IN IT SHOULD BE A LOT HIGHER THAN IT IS,9,,,2025-09-25 10:35:59 UTC,1,MANAGE_EXPECTATIONS_IHH,MANAGE_EXPECTATIONS,BBTTE,BBTTE,60,0,0,0,,0,0,18,2,2,0,,,TT Faulty NTE5,TT Broadband - Slow Speed,Replaced NTE
2025-09-11,Other,"The customer needs an engineer to reinstall an external box that covers the broadband and telephone wires leading into their house, as the old one has been removed, leaving the wires exposed. This is a physical infrastructure issue rather than a Wi-Fi performance issue.",Customer: HI I NEED TO ARRANGE AN ENGINEER VISIT AS THE BOX WHICH COVERS MY BROADBAND RIGHT AND IT'S BEEN REMOVED SO IT NEEDS A NEW BOX TICKING OVER PLEASE ... Customer: NOW ROUTER SO THE BOX ON THE OUTSIDE OF THE BUILDING YES WHICH COVERS THE WIRES IT'S BEEN REMOVED SO I NEED AN ENGINEER TO VISIT THE NEW BOX BECAUSE ESSENTIALLY WHAT'S HAPPENING IS THE WIRES AND OPEN OUTSIDE ... Customer: SO WHAT I'M SAYING TO YOU IS WHERE THE WIRES RUNNING OUTSIDE IN THE HOUSE THEY'RE NOT COVERED FIRE BOX IT OPEN AND THE WORK COVERED BY BOX,10,Existing Order or Installation,8,2025-09-11 09:33:21 UTC,1,MANAGE_EXPECTATIONS_IHH,MANAGE_EXPECTATIONS,BBTTE,BBTTE,60,0,0,0,,0,0,59,1,1,0,,,TT No Fault Found,TT Optimisation,None Taken
2025-10-30,Wi-Fi Status,"The customer reports that their broadband is ""completely off"" and has been for several days, indicating a complete loss of internet service.",Customer: IT'S COMPLETELY OFF,10,,,2025-10-30 20:52:06 UTC,1,MANAGE_EXPECTATIONS_IHH,MANAGE_EXPECTATIONS,BBTTE,BBTTE,60,1,2,2,4034,0,0,105,1,1,0,Undetermined Broadband Fault,No Connection,TT Fault in OR domain,TT Broadband -  Connection Dropping out,Arranged OR engineer
2025-08-25,Wi-Fi Status,"The customer reports that their computer had ""no service"" and was ""not recognising any signal"" for their broadband connection, indicating a complete loss of service. This happened after previously experiencing very slow speeds.",Customer: RIGHT I FRIDAY COMPUTER UP THIS MORNING AND IT CAME THROUGH AS NO SERVICE NO NOTHING COMING THROUGH TO IT ... Customer: WELL IT WAS VERY VERY SLOW A COUPLE OF WEEKS AGO RECENT SOMEBODY YESTERDAY AND TODAY THAT I'VE HAD THIS PROBLEM WITH IT NOT RECOGNISING ANY SIGNAL,9,,,2025-08-25 18:00:32 UTC,1,MANAGE_EXPECTATIONS_IHH,MANAGE_EXPECTATIONS,BBTTE,BBTTE,60,0,0,0,,0,0,37,1,1,0,,,TT As Is,TT Q - As Is,As Is
2025-08-06,Unreliable Wi-Fi,"The customer reports that their internet connection frequently drops, especially during rain, and freezes when multiple users are online, leading to reboots of the hub.",Customer: EVERY TIME IT RAINS IT GOES OFF ALTOGETHER FOR <NUMBER> OR <NUMBER> HOURS AT A TIME. Customer: IF MORE THAN <NUMBER> PERSON USING THE BROADBAND IT JUST FREEZES AND AND THE HUB COMES UP IN <PERSON> LIGHTS AND IT REBOOTS ITSELF.,9,,,2025-08-06 08:53:50 UTC,1,MANAGE_EXPECTATIONS_IHH,MANAGE_EXPECTATIONS,BBTTE,BBTTE,60,0,0,0,,0,1,1,1,1,0,,,TT Fault in OR domain,TT Broadband -  Connection Dropping out,Arranged OR engineer
2025-09-04,Unreliable Wi-Fi,"The customer reports their broadband connection is constantly dropping off and then reconnecting, indicating an intermittent service issue.",Customer: HI MY BROADBAND SEEMS TO BE DROPPING OFF ALL THE TIME AND DROPPING OFF COMES BACK,9,,,2025-09-04 20:21:59 UTC,1,MANAGE_EXPECTATIONS_IHH,MANAGE_EXPECTATIONS,BBTTE,BBTTE,60,1,1,1,474,0,0,127,2,2,0,Manage Visit,Manage Visit,TT Faulty Equipment,TT Broadband - Slow Speed,Modem replaced
2025-10-31,Other,The customer is experiencing issues with their landline (phone lines) and needs a Sky engineer to install a digital voice line as recommended by Openreach.,Customer: WE'VE HAD PROBLEMS WITH OUR PHONE LINES FOR PROBABLY <NUMBER> WEEKS NOW I PHONED A FEW TIMES ABOUT GETTING AN ENGINEER OUT TO HAVE A LOOK AT IT AND CIRCLES OF THINGS ... Agent: FOR YOUR LANDLINE OKAY OK LET ME JUST CHECK FOR THAT I NEED TO PULL UP THE ACCOUNT <ORDINAL>,9,Landline Issue,10,2025-10-31 14:21:19 UTC,1,MANAGE_EXPECTATIONS_IHH,MANAGE_EXPECTATIONS,BBTTE,BBTTE,60,1,1,1,1777,0,0,144,6,6,0,No Dial Tone,No Dial Tone,TT Fault in OR domain,TT Talk - No Dial Tone,Arranged OR engineer
2025-10-27,Unreliable Wi-Fi,"The customer reports that their internet connection drops off at least once or twice a day, with an orange light flashing on the modem, indicating intermittent connectivity issues.",'GET INTERNET DROPS OFF AT LEAST ONCE OR TWICE A DAY WITH THE ORANGE LIGHT FLASHING ON THE THE MODEM',9,,,2025-10-27 12:37:35 UTC,1,MANAGE_EXPECTATIONS_IHH,MANAGE_EXPECTATIONS,BBTTE,BBTTE,60,0,0,0,,0,0,4,2,2,0,,,TT Fault in OR domain,TT Broadband -  Connection Dropping out,Arranged OR engineer
2025-09-01,Unreliable Wi-Fi,The customer has a temporary internet setup that is not official and is experiencing unreliable internet with devices losing network connection and the internet going off intermittently.,"WE’VE WE’VE HAD SOME SORT OF INTERNET BUT IT'S NOT OFFICIAL IT'S NOT THE SKY MASTER SOCKET AND WE'RE STILL HAVING PROBLEMS AND WE STILL NEED TO SET IT UP, SO YOU MAY HAVE LIKE A WIFI YOU SHOULD YOUR DEVICES LOSE NETWORK CONNECTION, THE INTERNET'S GOING OFF",8,,,2025-09-01 09:03:39 UTC,1,MANAGE_EXPECTATIONS_IHH,MANAGE_EXPECTATIONS,BBTTE,BBTTE,60,0,0,0,,0,0,0,4,4,0,,,TT Faulty NTE5,TT Broadband -  Connection Dropping out,Replaced NTE
2025-08-03,Other,"The customer is complaining about the speed of their broadband service, stating it has significantly decreased, but the main issue is the perceived poor value for money, leading them to threaten cancellation if the speed cannot be restored to previous levels.",Customer: MY SKY IS USELESS THE BROADBAND SERVICE YOU'VE PROVIDED IS ABSOLUTELY ATROCIOUS I WANT TO CANCEL IT <PERSON> Customer: UNLESS YOU CAN FIX IT BECAUSE I'M GETTING <NUMBER> POINT <NUMBER> MEGABYTES PER <ORDINAL> ... Customer: IT'S WELL I USED TO BE <NUMBER> BUT NOW IT'S <NUMBER> AND I MAY AS WELL GET ME AS WELL NOT PAYING FOR IT AND GET A LOAD OF DATA,7,Contract or Cancellation,8,2025-08-03 08:49:56 UTC,1,MANAGE_EXPECTATIONS_IHH,MANAGE_EXPECTATIONS,BBTTE,BBTTE,60,0,0,0,,0,0,79,1,1,0,,,TT Faulty NTE5,TT Broadband - Slow Speed,Replaced NTE
2025-09-23,Other,"The customer is experiencing intermittent issues with their landline phone service, where calls cut out suddenly and the other party hears a ""squeaky noise.""","Customer: ""I'VE GOT A PROBLEM WITH MY PHONE ... WELL IT WORKS AND THEN AS I'M ON THE PHONE TALKING TO SOMEBODY IT JUST SUDDENLY CUTS OUT AND THE PERSON ON THE OTHER END GETS THIS REAL SQUEAKY NOISE IN AREA""",9,Landline Issue,9,2025-09-23 16:43:06 UTC,1,MANAGE_EXPECTATIONS_IHH,MANAGE_EXPECTATIONS,BBTTE,BBTTE,60,0,0,0,,0,0,162,1,1,0,,,TT Faulty Equipment,TT Talk - No Dial Tone,Customer Device
2025-09-05,Slow Wi-Fi,"The customer complains that their broadband is not providing the advertised ""superfast"" speeds, with speed tests showing much lower results, and this is impacting their streaming service.",Well it says that but when I do my own speed test online multiple different sources it's getting in the low twenties and it's been like that for a few days,9,,,2025-09-05 12:58:58 UTC,1,MANAGE_EXPECTATIONS_IHH,MANAGE_EXPECTATIONS,BBTTE,BBTTE,60,0,0,0,,0,0,7,1,1,1,,,TT Faulty NTE5,TT Broadband - Slow Speed,NTE5 installed
2025-09-04,Slow Wi-Fi,"The customer is reporting very slow internet speeds, significantly below their subscribed ""Superfast Fibre"" package, making it impossible to watch TV with their Sky Q box.",Customer: 'MY INTERNET HAS BEEN ABSOLUTELY SHOCKING RUBBISH' and 'MY INTERNET IS STILL RUNNING AT THE HIGHEST I'VE HAD <NUMBER> POINT <NUMBER>' and 'I CAN'T EVEN WATCH TV WITH THE SKY <SPELLING_TERM> BOX IT KEEPS AND' and 'I'M AVERAGING A DAILY AVERAGE IS <NUMBER> POINT <NUMBER> THE HIGHEST I'VE ADDED SINCE... <NUMBER> POINT <NUMBER> THE HIGHEST IS WAS YESTERDAY AT <NUMBER> POINT <NUMBER>.',10,,,2025-09-04 09:26:58 UTC,1,MANAGE_EXPECTATIONS_IHH,MANAGE_EXPECTATIONS,BBTTE,BBTTE,60,1,1,1,3853,1,1,177,4,4,0,Contract - DTV Ending,Contract - DTV Ending,TT Faulty NTE5,TT Broadband - Slow Speed,Replaced NTE
2025-11-03,Unreliable Wi-Fi,"The agent mentions troubleshooting ""dropouts"" and suggests refreshing the session to clear ""system glitches"" causing these. The customer confirms these dropouts have been occurring for ""a few days"" and the last one was ""just under an hour ago,"" indicating an intermittent issue rather than a complete outage or constant slowness.","Agent: ""just clearing system glitches there my car's these dropouts to up here"" Customer: ""OKAY <NUMBER> AND THE LAST <NUMBER> WAS ABOUT AN HOUR AGO JUST UNDER AN HOUR AGO""",,,,2025-11-03 12:20:16 UTC,1,MANAGE_EXPECTATIONS_IHH,MANAGE_EXPECTATIONS,BBTTE,BBTTE,60,0,0,0,,0,0,59,2,2,0,,,TT Faulty NTE5,TT Broadband -  Connection Dropping out,Replaced NTE
2025-10-21,Other,"The customer is experiencing issues with their phone socket, which has come off the wall. This is causing problems with their Ring doorbell, but the landline and Sky TV services are working. The primary issue is the physical damage to the socket, not a performance issue with the broadband itself.",‘the phone box that was put in by BT came off the wall with a wallpaper because it was only stuck on was sticky’ and ‘so now the wires coming out of the box at the back and I can't stick it back on the wall’ and ‘the Ring Doorbell and yeah the Ring Doorbell’,9,Landline Issue,8,2025-10-21 14:17:46 UTC,1,MANAGE_EXPECTATIONS_IHH,MANAGE_EXPECTATIONS,BBTTE,BBTTE,60,0,0,0,,0,0,64,1,1,0,,,TT Faulty NTE5,TT Broadband -  Connection Dropping out,Corrected connections
2025-08-25,Unreliable Wi-Fi,"The customer reports that their internet connection keeps disconnecting and reconnecting, causing significant stress over the past week.","CUST: ""I need someone to come out, our internet out, because I've got internet in my house, and I've had it for years, and for some reason it keeps disconnecting itself and reconnection."" CUST: ""Yeah, and it's been doing it for over a week now, it's getting ridiculous."" CUST: ""It just drops off comes back and stressful."" CUST: ""It just for some reason dropped off and then comes back on, but it's obviously a lot of stress in the house.""",10,,,2025-08-25 11:11:05 UTC,1,MANAGE_EXPECTATIONS_IHH,MANAGE_EXPECTATIONS,BBTTE,BBTTE,60,0,0,0,,0,0,82,2,1,0,,,TT No Fault Found,TT Broadband - No Sync,ADSL cable replaced
2025-08-25,Wi-Fi Status,"The customer reports that their internet keeps going off, indicating a complete loss of internet service. They also mention that the TV is showing no Wi-Fi connection.",BELOW <PERSON> THE INTERNET INSULIN SKY INTERNET KEEPS ON GOING OFF THAT'S WHAT IT'S JUST ASKING ME TO TURN THE TV OFF THEN THE ROUTER WHICH I'VE DONE EARLIER OR IT'S CURRENTLY IT'S HAPPENING AGAIN IT'S JUST GONE OFF,9,,,2025-08-25 19:35:58 UTC,1,MANAGE_EXPECTATIONS_IHH,MANAGE_EXPECTATIONS,BBTTE,BBTTE,60,0,0,0,,0,0,24,1,1,0,,,TT Fault identified with Router,TT Broadband -  Connection Dropping out,Router replaced
2025-09-13,Other,"The customer initially mentions an issue with a printer connected to a computer, but the conversation quickly shifts to the agent attempting to help the customer access their router settings. However, the primary focus of the call becomes adding Netflix to the customer's account and discussing the associated contract and pricing.","Customer: ""BUT I'VE DONE IT ON GOOGLE Agent: YES MA'AM NOT A PROBLEM YOU CAN DO IT ON GOOGLE AS WELL YEAH Customer: YEAH AND ALL THAT HAPPENS IS IT'S NOT BROUGHT UP THE SKY IT'S JUST BROUGHT UP THE TO ACCESS THE ROUTER"" and then later the conversation shifts to Agent: ""AND ALSO MA'AM JUST BEFORE I LET YOU GO IF YOU ARE PAYING DIRECTLY TO NETFLIX BY ANY <PERSON> FROM SKY WE <PERSON> BE PROVIDING NETFLIX ONLY FOR <NUMBER> POUND IF YOU'RE INTERESTED MA'AM""",7,Upgrade or Package Change,8,2025-09-13 15:51:50 UTC,1,MANAGE_EXPECTATIONS_IHH,MANAGE_EXPECTATIONS,BBTTE,BBTTE,60,0,0,0,,0,0,105,1,1,0,,,TT No Fault Found,TT Broadband - No Sync,None Taken
2025-09-22,Other,The customer's primary issue is not related to broadband performance but rather a missed engineer appointment and the need to reschedule it. The customer is frustrated that an engineer did not show up despite them being home.,Customer: 'YEAH I THINK IF IF WE CAN ESCALATE THIS THAT'D BE PERFECT IT'S BEEN BACK AND FORTH NOW FOR YOU <PERSON> IT NEEDS TO BE TAKEN FURTHER' and 'I WORK FROM HOME AS I SAID AND I'VE MADE SURE THAT I'M I'M AT HOME AT THE PROPERTY FOR THE TIMINGS AND THE DATES THAT HAVE BEEN SENT A TEXT AND IF YOU SEE THROUGH THE NOTES AND CALLED LAST WEEK TO MAKE SURE THAT THEY WERE STILL COMING BECAUSE WE HAVEN'T RECEIVED ANY TEXT CONFIRMATION AND THEN THAT TEXT SENT TO US SO I'M AFRAID TO <PERSON> THAT WE HAVEN'T MISSED ANY APPOINTMENTS',10,Existing Order or Installation,9,2025-09-22 12:24:37 UTC,1,MANAGE_EXPECTATIONS_IHH,MANAGE_EXPECTATIONS,BBTTE,BBTTE,60,0,0,0,,0,0,8,3,3,0,,,TT As Is,TT Q - As Is,As Is
2025-08-22,Unreliable Wi-Fi,"The customer reports that their internet connection repeatedly drops and then comes back on, particularly in the evenings. The lights on the broadband hub go off and then come back on, indicating an intermittent connection issue.","Customer: ""YEAH JUST CANCEL IT WE LOSE INTERNET IT BEGINS TO RESET IT COMES BACK ON AND THEN IT CAN BE <NUMBER> MINUTES OR <NUMBER> MINUTES AND IT <PERSON> JUST REPEAT THE PROCESS SO GOING OFF AND ONLINE OFFLINE OFFLINE ONLINE AND SO ON""
Agent: ""THEY ALL GO OFF AND THEN COME BACK ON LIKE ALSO POWER POWER AS WELL YEAH""
Customer: ""I'M NOT SURE ABOUT THE MAYBE GOES DOWN TO <NUMBER> GREEN YEAH I THINK IT'S JUST THE INTERNET GOES DOWN TO MAYBE <NUMBER> GREEN LIGHT IS IT MAYBE <NUMBER> <SPELLING_TERM> FOR NOT SURE THEN IT SLOWLY COMES BACK""",10,,,2025-08-22 13:55:53 UTC,1,MANAGE_EXPECTATIONS_IHH,MANAGE_EXPECTATIONS,BBTTE,BBTTE,60,0,0,0,,0,0,30,3,3,0,,,TT Faulty Equipment,TT Broadband -  Connection Dropping out,Router replaced
2025-08-01,Wi-Fi Status,The customer states their broadband 'stopped working as well as it should do really' and needs an engineer to 'fix the problem'.,Customer: WE'VE NEVER HAD TROUBLE BEFORE YOU USED TO BE ON YOUR LAST NIGHT <NUMBER> OR <NUMBER> MONTHS THE STOPPED WORKING AS WELL AS IT SHOULD DO REALLY,7,,,2025-08-01 15:40:36 UTC,1,MANAGE_EXPECTATIONS_IHH,MANAGE_EXPECTATIONS,BBTTE,BBTTE,60,0,0,0,,0,0,162,1,1,0,,,TT Set up,TT Broadband -  Connection Dropping out,Booster Installed
2025-09-04,Unreliable Wi-Fi,"The customer reports that their Sky Broadband has been intermittently dropping out for several weeks, affecting streaming services and online work calls.",So I called a few days ago and had an engineer come to visit because I've been having some issues with Sky Broadband the service was just intermittently dropping out for a number of weeks now historically it's always been quite good... I have continue dropouts when I'm on <PERSON> calls and I do quite a lot of online work so it's kind of something I need to get sorted quite quickly,10,,,2025-09-04 14:34:16 UTC,1,MANAGE_EXPECTATIONS_IHH,MANAGE_EXPECTATIONS,BBTTE,BBTTE,60,1,1,1,1194,1,1,34,3,3,0,Engineer Support Call,Engineer Support Call,TT Fault in OR domain,TT Broadband -  Connection Dropping out,Arranged OR engineer
2025-09-01,Unreliable Wi-Fi,"The customer initially reports an issue with their television picture coming and going, which the agent then attributes to a potential internet problem, suggesting an intermittent connection.","Customer: ""MY TELEVISION KEEPS THE PICTURE KEEPS COMING AND GOING"" ... Agent: ""I JUST WANTED TO SEE WHAT THE SPEED IS POWER INTERNET BECAUSE IT'S OUR I THINK IT MIGHT BE THE INTERNET""",7,,,2025-09-01 16:31:05 UTC,1,MANAGE_EXPECTATIONS_IHH,MANAGE_EXPECTATIONS,BBTTE,BBTTE,60,0,0,0,,0,0,9,2,1,0,,,TT As Is,TT Q - As Is,As Is
2025-08-03,Poor Coverage,"The customer reports that their Sky TV and Ring Doorbell are not connecting to the broadband, although their phone seems to connect. This indicates an issue with specific devices or areas rather than a complete outage.",Customer: 'WON\'T MY SKY TV WON\'T CONNECT TO THE BROADBAND AND MY RING DOORBELL WON\'T CONNECT TO THE BROADBAND' and 'MY PHONE SEEMS TO BE CONNECTING PRIOR TO THAT',9,,,2025-08-03 15:21:24 UTC,1,MANAGE_EXPECTATIONS_IHH,MANAGE_EXPECTATIONS,BBTTE,BBTTE,60,0,0,0,,0,0,58,3,3,0,,,TT Poor WiFi Coverage,TT WiFi Guarantee,Replaced Hub - WiFi Guarantee Met
2025-09-22,Poor Coverage,"The customer is experiencing issues with their internet not reaching certain parts of their home, specifically the sitting room, which affects their Samsung TV and tablet.",Customer: YEAH COMING ON THE TV Agent: OK IN THAT <PERSON> YOU KNOW I DID BEFORE I COULD DO A LINE CHECK IT SAYS WITH THE BROADBAND IS ALL FINE YOU'RE GETTING <NUMBER> MEGABYTES OF DOWNLOAD SPEED AND THERE'S A PROMISE DOWNLOAD SPEED Customer: WHERE <SENSITIVE> Customer: LIKE THERE'S A BIT FOR ME ON THE ENTRANCE TO THE SITTING ROOM THE ENGINEER MAYBE BECAUSE IT'S TOO FAR SOMETHING THAT THEY COME IN OR SOMETHING THAT I TRIED TO RESET THE TV AND EVERYTHING BUT I WAS TALKING TO <NUMBER> OF YOUR COLLEAGUES YESTERDAY ABOUT AN HOUR SO HE TOLD ME HE SAID THE TV AND THE RESET EVERYTHING AND NOTHING\'S CHANGED Agent: YEAH LIKE IF IN <PERSON> IF IT WAS IN ANYTHING FROM CASES INSTAL THE SKY TV BOXES WE COULD DO THE TROUBLESHOOTING STEPS TV BOX BUT THEN AS IT IS A SAMSUNG TELEVISION REDONE HAVE SKY HAS NOT BEEN TRAINED NUMBER DIFFERENT MODEL TELEVISION HAVE BEEN ONLY TRAINED FOR THE SKY BOXES SO IN THIS <PERSON> LIKE YOU SAID HAS GOT AN ISSUE WITH YOUR Customer: THANK YOU IT YEAH Agent: TABLET AS WELL RIGHT Customer: YEAH TABLET AS WELL YEAH <NUMBER> IN THE SITTING ROOM IS NOT CONNECTING GOING,9,,,2025-09-22 20:44:13 UTC,1,MANAGE_EXPECTATIONS_IHH,MANAGE_EXPECTATIONS,BBTTE,BBTTE,60,0,0,0,,0,0,78,2,2,0,,,TT Wi-Fi,TT Broadband - Slow Speed,Booster Installed
2025-10-27,Unreliable Wi-Fi,"The customer reports that their Wi-Fi broadband has been intermittently disconnecting or cutting out over the weekend, indicated by it being ""on and off.""","Customer: ""I DIDN'T HAVE ANY WIFI BROADBAND AND IT'S BEEN ON AND OFF OR WEEKEND""",8,,,2025-10-27 16:25:22 UTC,1,MANAGE_EXPECTATIONS_IHH,MANAGE_EXPECTATIONS,BBTTE,BBTTE,60,0,0,0,,0,0,59,2,2,0,,,TT Faulty NTE5,TT Installation,Replaced NTE
2025-09-05,Slow Wi-Fi,"The customer reports that their broadband speed is only half of what was promised and is very slow, despite having a new service and equipment.",Customer: THE BROADBAND SPEED IS ONLY HALF WHAT THEY PROMISED US AND I'VE GOT A TEXT THIS MORNING WHERE IT SAYS GO AREN'T THEY SENT ME A LINK AND ALL THE REST OF IT ... Customer: SO WHAT IS IT YEAH OK SO IT IS ACTIVE WHEN IT'S WORKING BUT IT'S VERY VERY SLOW ... Customer: AND WHEN I GO IS <NUMBER> POINT <NUMBER> THIS MORNING,9,,,2025-09-05 09:01:43 UTC,1,MANAGE_EXPECTATIONS_IHH,MANAGE_EXPECTATIONS,BBTTE,BBTTE,60,0,0,0,,0,0,0,2,1,1,,,TT Set up,TT Broadband - Slow Speed,Corrected connections
2025-09-22,Unreliable Wi-Fi,"The customer reports that their broadband is intermittent, working and stopping frequently. This is affecting their Sky mini box downstairs, which is unable to connect to the internet or the Sky box, despite showing as connected in settings.",Customer: 'HI <SPELLING_TERM> <NUMBER> THE WEEKEND WE'VE BEEN HAVING ISSUES WITH OUR BROADBAND IT'S QUITE INTERMITTENT IT WORKS IT STOPS WORKING OUR MAIN SKY BOX SEEMS TO WORK CONSTANTLY SMALLER HUB LOSING CONNECTION TO SKY BOX INTERNET NETWORK CONNECTION' ... Customer: 'IF I GO TO SETTINGS IT SAYS CONNECTION TO SKY BOX TICK NETWORK CONNECTION TICK BUT IF I GO IF THERE'S NO SATELLITE SIGNAL AND IF I'M ON RECORDINGS IT SAYS SORRY THE SERVICES CURRENTLY UNAVAILABLE BUT THIS THIS TV WE HAVE BEEN UNABLE TO CONNECT TO THE INTERNET OR TO THE SKY BOX ALL OF YESTERDAY ALTHOUGH THERE SAYS IT'S CONNECTED IT'S DEFINITELY NOT',9,,,2025-09-22 10:26:36 UTC,1,MANAGE_EXPECTATIONS_IHH,MANAGE_EXPECTATIONS,BBTTE,BBTTE,60,0,0,0,,0,0,51,3,3,0,,,TT No Fault Found,TT Broadband - Slow Speed,Replaced NTE
2025-11-03,Slow Wi-Fi,"The customer reports that their broadband has been running slow and glitchy, affecting their PlayStation and mobile phone. They also mention that downloads are slow.",I'M JUST WONDERING MY BROADBAND'S BEEN RUNNING A BIT SLOW AND REALLY GLITCHY THE LAST FEW DAYS,9,,,2025-11-03 18:37:31 UTC,1,MANAGE_EXPECTATIONS_IHH,MANAGE_EXPECTATIONS,BBTTE,BBTTE,60,0,0,0,,0,0,118,1,1,0,,,TT No Fault Found,TT Broadband - Slow Speed,Booster Installed
2025-09-19,Other,"The customer is reporting that their landline is no longer working after a new router was installed. The router itself is working fine, but the landline issue seems to have been a consequence of the router replacement.","Customer: IT'S INSTALLED THE ROUTER MY PHONE IS NOT MY HOME LANDLINE IS NO LONGER WORKING
Agent: YOUR LANDLINE ISN'T WORKING
Customer: NO
Customer: YEAH THE ROUTER'S WORKING FINE THANK YOU",10,Landline Issue,10,2025-09-19 17:50:15 UTC,1,MANAGE_EXPECTATIONS_IHH,MANAGE_EXPECTATIONS,BBTTE,BBTTE,60,0,0,0,,0,0,59,2,2,0,,,TT Faulty NTE5,TT Broadband - Slow Speed,NTE5 installed
